"source_image","candidate_image","phash_distance","dhash_distance","edge_distance","visual_distance","orb_keypoints_source","orb_keypoints_candidate","orb_good_matches","orb_inlier_matches","orb_score","combined_score","match_band"
"C:\Users\ron\Documents\project\images\fig_251h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.19.png","22","28","28","25.0","1912","1240","6","4","0.00323","75.32258","weak"
"C:\Users\ron\Documents\project\images\fig_210h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.9.png","24","21","31","25.0","1636","2500","7","5","0.00306","75.30562","weak"
"C:\Users\ron\Documents\project\images\fig_092.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.39.7.png","22","22","34","25.0","2314","2496","11","7","0.00303","75.30251","weak"
"C:\Users\ron\Documents\project\images\fig_090h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1946.6.80_1.png","24","22","30","25.0","2500","1536","14","4","0.0026","75.26042","weak"
"C:\Users\ron\Documents\project\images\fig_018.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.11.png","20","23","36","24.75","2056","2111","5","0","0.0","75.25","weak"
"C:\Users\ron\Documents\project\images\fig_039.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1946.6.80_1.png","22","23","32","24.75","1682","1536","6","0","0.0","75.25","weak"
"C:\Users\ron\Documents\project\images\fig_164.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1970.16.1.png","24","23","28","24.75","1959","2500","3","0","0.0","75.25","weak"
"C:\Users\ron\Documents\project\images\fig_169.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.17.1.png","24","25","26","24.75","304","2453","0","0","0.0","75.25","weak"
"C:\Users\ron\Documents\project\images\fig_201.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1909.67.36.png","28","20","23","24.75","1052","2430","1","0","0.0","75.25","weak"
"C:\Users\ron\Documents\project\images\fig_228.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.35.png","20","28","31","24.75","1195","1189","3","0","0.0","75.25","weak"
"C:\Users\ron\Documents\project\images\fig_249.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.1.4.png","24","20","31","24.75","664","2500","3","0","0.0","75.25","weak"
"C:\Users\ron\Documents\project\images\fig_318.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1970.16.1.png","20","26","33","24.75","2429","2500","5","0","0.0","75.25","weak"
"C:\Users\ron\Documents\project\images\fig_164h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1970.16.1.png","24","23","29","25.0","2500","2500","14","6","0.0024","75.24","weak"
"C:\Users\ron\Documents\project\images\fig_145.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1901.53.3.png","24","21","31","25.0","2428","2224","9","5","0.00225","75.22482","weak"
"C:\Users\ron\Documents\project\images\fig_301.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\2012.103.12.png","22","23","33","25.0","2314","1924","13","4","0.00208","75.2079","weak"
"C:\Users\ron\Documents\project\images\fig_158.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.39.3.png","20","23","37","25.0","1956","2500","7","4","0.00204","75.2045","weak"
"C:\Users\ron\Documents\project\images\fig_003.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1909.61.2.png","24","21","31","25.0","2454","2476","8","5","0.00204","75.20375","weak"
"C:\Users\ron\Documents\project\images\fig_001.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.1.5.png","22","20","36","25.0","2456","2473","14","5","0.00204","75.20358","weak"
"C:\Users\ron\Documents\project\images\fig_045h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1970.16.1.png","28","13","31","25.0","2500","2500","7","5","0.002","75.2","weak"
"C:\Users\ron\Documents\project\images\fig_318h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1970.16.1.png","20","26","34","25.0","2500","2500","7","5","0.002","75.2","weak"
"C:\Users\ron\Documents\project\images\fig_002h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1938.34.94_1.png","22","25","31","25.0","2500","2240","6","4","0.00179","75.17857","weak"
"C:\Users\ron\Documents\project\images\fig_140.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1908.41.3.png","28","22","22","25.0","2308","2500","7","4","0.00173","75.17331","weak"
"C:\Users\ron\Documents\project\images\fig_111.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1966.13.1_2.png","28","16","28","25.0","2450","2500","12","4","0.00163","75.16327","weak"
"C:\Users\ron\Documents\project\images\cover.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.33.png","24","26","26","25.0","2500","2500","8","4","0.0016","75.16","weak"
"C:\Users\ron\Documents\project\images\fig_143h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1966.13.1_2.png","24","28","24","25.0","2500","2500","8","4","0.0016","75.16","weak"
"C:\Users\ron\Documents\project\images\fig_309.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1975.7.2_2.png","24","32","22","25.5","636","1347","6","4","0.00629","75.12893","weak"
"C:\Users\ron\Documents\project\images\fig_037.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.74.2.png","22","24","33","25.25","1595","2500","8","6","0.00376","75.12618","weak"
"C:\Users\ron\Documents\project\images\fig_337h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1909.1.2.png","26","26","22","25.0","1990","2320","15","2","0.00101","75.1005","weak"
"C:\Users\ron\Documents\project\images\fig_105.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.39.27.1.png","20","25","36","25.25","1269","2444","11","4","0.00315","75.06521","weak"
"C:\Users\ron\Documents\project\images\fig_229h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.28.png","20","28","34","25.5","2493","2386","30","13","0.00545","75.04484","weak"
"C:\Users\ron\Documents\project\images\fig_293.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.39.png","22","26","31","25.25","2189","2500","21","6","0.00274","75.0241","weak"
"C:\Users\ron\Documents\project\images\fig_056h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1946.6.80_1.png","22","27","31","25.5","2500","1536","20","8","0.00521","75.02083","weak"
"C:\Users\ron\Documents\project\images\fig_309h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1975.7.2_2.png","24","32","22","25.5","2115","1347","18","7","0.0052","75.01967","weak"
"C:\Users\ron\Documents\project\images\fig_090.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1946.6.80_1.png","24","21","32","25.25","2176","1536","5","4","0.0026","75.01042","weak"
"C:\Users\ron\Documents\project\images\fig_155h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1946.6.80_1.png","22","18","39","25.25","2500","1536","9","4","0.0026","75.01042","weak"
"C:\Users\ron\Documents\project\images\fig_386.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1901.56.2.png","26","23","28","25.75","528","2500","4","4","0.00758","75.00758","weak"
"C:\Users\ron\Documents\project\images\fig_017h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1975.7.2_1.png","26","25","23","25.0","2500","2500","3","0","0.0","75.0","weak"
"C:\Users\ron\Documents\project\images\fig_106.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.39.3.png","24","26","26","25.0","1020","2500","2","0","0.0","75.0","weak"
"C:\Users\ron\Documents\project\images\fig_178.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1946.6.80_1.png","22","28","28","25.0","105","1536","0","0","0.0","75.0","weak"
"C:\Users\ron\Documents\project\images\fig_202h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1908.65.1.png","28","18","26","25.0","1880","2500","9","0","0.0","75.0","weak"
"C:\Users\ron\Documents\project\images\fig_382h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.39.2.png","22","26","31","25.25","2439","2500","12","6","0.00246","74.996","weak"
"C:\Users\ron\Documents\project\images\fig_002.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1938.34.94_1.png","22","25","32","25.25","2426","2240","12","5","0.00223","74.97321","weak"
"C:\Users\ron\Documents\project\images\fig_137h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1909.67.25.png","22","23","34","25.25","2345","2302","12","5","0.00217","74.9672","weak"
"C:\Users\ron\Documents\project\images\fig_143.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1966.13.1_2.png","24","28","25","25.25","1856","2500","4","4","0.00216","74.96552","weak"
"C:\Users\ron\Documents\project\images\fig_239.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.1.5.png","24","25","28","25.25","2110","2473","8","4","0.0019","74.93957","weak"
"C:\Users\ron\Documents\project\images\fig_159.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1966.13.1_2.png","24","22","31","25.25","2286","2500","6","4","0.00175","74.92498","weak"
"C:\Users\ron\Documents\project\images\fig_324.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.23.png","22","26","31","25.25","2376","2500","18","4","0.00168","74.91835","weak"
"C:\Users\ron\Documents\project\images\fig_384h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1966.13.1_2.png","26","24","25","25.25","2431","2500","4","4","0.00165","74.91454","weak"
"C:\Users\ron\Documents\project\images\fig_331.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.17.1.png","26","25","24","25.25","2448","2453","12","4","0.00163","74.9134","weak"
"C:\Users\ron\Documents\project\images\fig_331h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.17.1.png","26","25","24","25.25","2500","2453","4","4","0.00163","74.91307","weak"
"C:\Users\ron\Documents\project\images\fig_333h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1966.13.1_2.png","24","20","33","25.25","2500","2500","12","4","0.0016","74.91","weak"
"C:\Users\ron\Documents\project\images\fig_192.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1946.6.80_1.png","24","21","33","25.5","1130","1536","4","4","0.00354","74.85398","weak"
"C:\Users\ron\Documents\project\images\fig_204.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1975.7.2_1.png","26","18","32","25.5","1679","2500","11","5","0.00298","74.7978","weak"
"C:\Users\ron\Documents\project\images\fig_149h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.23.png","22","25","33","25.5","2500","2500","19","7","0.0028","74.78","weak"
"C:\Users\ron\Documents\project\images\fig_367.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1970.16.1.png","26","23","27","25.5","1981","2500","8","5","0.00252","74.7524","weak"
"C:\Users\ron\Documents\project\images\fig_107.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.74.2.png","26","21","28","25.25","297","2500","2","0","0.0","74.75","weak"
"C:\Users\ron\Documents\project\images\fig_202.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1908.65.1.png","28","18","27","25.25","327","2500","2","0","0.0","74.75","weak"
"C:\Users\ron\Documents\project\images\fig_392h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1995.1.2.png","26","21","28","25.25","2500","2412","3","0","0.0","74.75","weak"
"C:\Users\ron\Documents\project\images\fig_358h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1901.53.2.png","24","25","29","25.5","2500","2465","22","6","0.00243","74.74341","weak"
"C:\Users\ron\Documents\project\images\fig_149.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.23.png","24","25","29","25.5","2163","2500","13","5","0.00231","74.73116","weak"
"C:\Users\ron\Documents\project\images\fig_064.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1967.45.1.png","24","23","31","25.5","2188","2500","8","5","0.00229","74.72852","weak"
"C:\Users\ron\Documents\project\images\fig_235.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.1.4.png","22","20","38","25.5","2273","2500","13","5","0.0022","74.71997","weak"
"C:\Users\ron\Documents\project\images\fig_215.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.1.4.png","20","27","37","26.0","696","2500","7","5","0.00718","74.71839","weak"
"C:\Users\ron\Documents\project\images\fig_301h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\2012.103.12.png","22","24","34","25.5","2500","1924","8","4","0.00208","74.7079","weak"
"C:\Users\ron\Documents\project\images\fig_204h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1899.86.12.png","24","24","30","25.5","2500","2484","14","5","0.00201","74.70129","weak"
"C:\Users\ron\Documents\project\images\fig_041h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1908.41.3.png","28","10","36","25.5","2500","2500","13","5","0.002","74.7","weak"
"C:\Users\ron\Documents\project\images\fig_372.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1909.67.35.png","24","21","33","25.5","2300","2500","10","4","0.00174","74.67391","weak"
"C:\Users\ron\Documents\project\images\zill_t065.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1992.20.1.png","20","31","31","25.5","2361","2500","7","4","0.00169","74.66942","weak"
"C:\Users\ron\Documents\project\images\fig_299.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.10.2.png","24","28","28","26.0","2158","749","17","5","0.00668","74.66756","weak"
"C:\Users\ron\Documents\project\images\fig_041.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.39.23.png","20","24","38","25.5","2397","2500","4","4","0.00167","74.66688","weak"
"C:\Users\ron\Documents\project\images\fig_092h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.39.7.png","22","22","36","25.5","2500","2496","10","4","0.0016","74.66026","weak"
"C:\Users\ron\Documents\project\images\fig_358.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1901.53.2.png","24","25","29","25.5","2318","2465","11","3","0.00129","74.62942","weak"
"C:\Users\ron\Documents\project\images\fig_293h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1909.67.22.png","24","20","35","25.75","2500","1988","21","7","0.00352","74.60211","weak"
"C:\Users\ron\Documents\project\images\fig_049.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1980.19.1.png","24","31","24","25.75","1735","2497","15","6","0.00346","74.59582","weak"
"C:\Users\ron\Documents\project\images\fig_363.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.10.2.png","28","29","21","26.5","1915","749","20","8","0.01068","74.56809","weak"
"C:\Users\ron\Documents\project\images\fig_249h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1946.6.80_1.png","28","21","26","25.75","2018","1536","10","4","0.0026","74.51042","weak"
"C:\Users\ron\Documents\project\images\fig_317.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.33.png","22","20","38","25.5","2452","2500","2","0","0.0","74.5","weak"
"C:\Users\ron\Documents\project\images\fig_302.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.1_3.png","26","27","25","26.0","1221","2500","15","6","0.00491","74.4914","weak"
"C:\Users\ron\Documents\project\images\fig_082.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.17.1.png","24","29","26","25.75","1775","2453","6","4","0.00225","74.47535","weak"
"C:\Users\ron\Documents\project\images\fig_384.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1966.13.1_2.png","28","24","23","25.75","1855","2500","4","4","0.00216","74.46563","weak"
"C:\Users\ron\Documents\project\images\fig_139.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.33.png","24","21","34","25.75","2382","2500","13","5","0.0021","74.45991","weak"
"C:\Users\ron\Documents\project\images\fig_265.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.1.5.png","20","31","32","25.75","1931","2473","10","4","0.00207","74.45715","weak"
"C:\Users\ron\Documents\project\images\fig_188.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1901.54.2.png","20","27","37","26.0","1809","1095","13","5","0.00457","74.45662","weak"
"C:\Users\ron\Documents\project\images\fig_130h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.9.png","20","23","40","25.75","2500","2500","11","5","0.002","74.45","weak"
"C:\Users\ron\Documents\project\images\fig_088.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.17.1.png","26","25","26","25.75","2069","2453","5","4","0.00193","74.44333","weak"
"C:\Users\ron\Documents\project\images\fig_018h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.11.png","20","23","40","25.75","2499","2111","7","4","0.00189","74.43948","weak"
"C:\Users\ron\Documents\project\images\fig_217.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1967.45.1.png","24","21","34","25.75","2303","2500","9","4","0.00174","74.42369","weak"
"C:\Users\ron\Documents\project\images\fig_082h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.17.1.png","24","29","26","25.75","2500","2453","6","4","0.00163","74.41307","weak"
"C:\Users\ron\Documents\project\images\fig_031h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1908.65.1.png","24","26","29","25.75","2500","2500","7","4","0.0016","74.41","weak"
"C:\Users\ron\Documents\project\images\fig_064h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1967.45.1.png","24","23","32","25.75","2500","2500","4","4","0.0016","74.41","weak"
"C:\Users\ron\Documents\project\images\fig_139h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.33.png","24","21","34","25.75","2500","2500","12","4","0.0016","74.41","weak"
"C:\Users\ron\Documents\project\images\fig_324h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.23.png","22","26","33","25.75","2500","2500","10","4","0.0016","74.41","weak"
"C:\Users\ron\Documents\project\images\zill_t072.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1908.65.1.png","24","28","28","26.0","2500","2500","20","10","0.004","74.4","weak"
"C:\Users\ron\Documents\project\images\fig_232h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1941.2.118.png","26","22","32","26.5","2500","1004","24","9","0.00896","74.39641","weak"
"C:\Users\ron\Documents\project\images\fig_257h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.37.png","22","27","36","26.75","1225","359","9","4","0.01114","74.36421","weak"
"C:\Users\ron\Documents\project\images\fig_192h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.74.3.png","26","23","29","26.0","2027","2382","7","6","0.00296","74.296","weak"
"C:\Users\ron\Documents\project\images\fig_244.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1983.25.3.png","26","25","29","26.5","511","2500","4","4","0.00783","74.28278","weak"
"C:\Users\ron\Documents\project\images\fig_060.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.1.4.png","24","18","37","25.75","2371","2500","5","0","0.0","74.25","weak"
"C:\Users\ron\Documents\project\images\fig_122h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.74.2.png","28","23","25","26.0","2500","2500","11","6","0.0024","74.24","weak"
"C:\Users\ron\Documents\project\images\fig_392.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1995.1.2.png","26","21","31","26.0","1966","2412","6","4","0.00203","74.20346","weak"
"C:\Users\ron\Documents\project\images\fig_153h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.1.5.png","24","25","31","26.0","2500","2473","18","5","0.00202","74.20218","weak"
"C:\Users\ron\Documents\project\images\fig_094.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1967.45.1.png","24","27","29","26.0","1983","2500","4","4","0.00202","74.20171","weak"
"C:\Users\ron\Documents\project\images\fig_153.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.16.png","22","29","31","26.0","2308","1985","10","4","0.00202","74.20151","weak"
"C:\Users\ron\Documents\project\images\fig_113h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.11.png","20","25","39","26.0","2500","2111","12","4","0.00189","74.18948","weak"
"C:\Users\ron\Documents\project\images\fig_031.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.1.5.png","26","25","27","26.0","2257","2473","6","4","0.00177","74.17723","weak"
"C:\Users\ron\Documents\project\images\fig_019.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1941.2.124.png","26","22","30","26.0","2292","2500","6","4","0.00175","74.17452","weak"
"C:\Users\ron\Documents\project\images\fig_084h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.17.1.png","24","27","29","26.0","2500","2453","8","4","0.00163","74.16307","weak"
"C:\Users\ron\Documents\project\images\fig_011h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.1.5.png","26","19","33","26.0","2500","2473","5","4","0.00162","74.16175","weak"
"C:\Users\ron\Documents\project\images\fig_060h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.1.4.png","24","18","38","26.0","2500","2500","8","4","0.0016","74.16","weak"
"C:\Users\ron\Documents\project\images\fig_076h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1909.1.1_1.png","24","26","30","26.0","2500","2500","8","4","0.0016","74.16","weak"
"C:\Users\ron\Documents\project\images\fig_232.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.7.png","22","22","38","26.0","2500","2500","13","4","0.0016","74.16","weak"
"C:\Users\ron\Documents\project\images\fig_372h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1909.67.35.png","24","21","35","26.0","2500","2500","10","4","0.0016","74.16","weak"
"C:\Users\ron\Documents\project\images\fig_231.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1941.2.117.png","24","20","37","26.25","2155","2500","11","8","0.00371","74.12123","weak"
"C:\Users\ron\Documents\project\images\fig_215h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.1.4.png","20","28","37","26.25","1807","2500","21","6","0.00332","74.08204","weak"
"C:\Users\ron\Documents\project\images\fig_088h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.17.1.png","26","25","27","26.0","2500","2453","12","2","0.00082","74.08153","weak"
"C:\Users\ron\Documents\project\images\fig_056.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1946.6.80_1.png","22","27","34","26.25","2364","1536","11","5","0.00326","74.07552","weak"
"C:\Users\ron\Documents\project\images\fig_110.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.6.png","22","33","30","26.75","490","2128","6","4","0.00816","74.06633","weak"
"C:\Users\ron\Documents\project\images\fig_374h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1991.13.9.png","26","25","28","26.25","2500","2500","16","7","0.0028","74.03","weak"
"C:\Users\ron\Documents\project\images\fig_284h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.1.5.png","26","26","27","26.25","1931","2473","8","5","0.00259","74.00893","weak"
"C:\Users\ron\Documents\project\images\fig_076.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1909.1.1_1.png","24","26","30","26.0","2363","2500","3","0","0.0","74.0","weak"
"C:\Users\ron\Documents\project\images\fig_172.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1917.2.13.png","20","27","37","26.0","1925","2500","5","0","0.0","74.0","weak"
"C:\Users\ron\Documents\project\images\fig_386h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1901.56.2.png","26","23","30","26.25","1664","2500","6","4","0.0024","73.99038","weak"
"C:\Users\ron\Documents\project\images\fig_223.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1923.2.1.png","28","18","32","26.5","1923","1430","21","7","0.0049","73.98951","weak"
"C:\Users\ron\Documents\project\images\fig_231h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1941.2.117.png","24","20","37","26.25","2500","2500","7","5","0.002","73.95","weak"
"C:\Users\ron\Documents\project\images\fig_235h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1900.1.4.png","22","20","41","26.25","2500","2500","13","5","0.002","73.95","weak"
"C:\Users\ron\Documents\project\images\fig_302h.jpg","C:\Users\ron\Documents\project\digital-benin-bloom\public\benin_output\atlas\oxford\1983.25.1.png","24","26","31","26.25","2358","2500","7","4","0.0017","73.91964","weak"
