id,object_id,accession_number,accession_year,title,object_name,department,culture,period,dynasty,reign,object_date,object_begin_date,object_end_date,medium,dimensions,geography_type,city,state,county,country,region,subregion,locale,classification,credit_line,repository,gallery_number,is_public_domain,rights_and_reproduction,object_url,object_wikidata_url,primary_image,primary_image_small,image_url,image_file,tags,metadata_date
met_316502,316502,1991.17.31,1991,Figure: Seated Portuguese Male,Male figure,The Michael C. Rockefeller Wing,Edo peoples,,,,18th century,1700,1800,Brass,H. 5 in. x  W. 2 in. x D. 2 3/8 in. (12.7 x 5.1 x 6 cm),,Court of Benin,,,Nigeria,,,,Metal-Sculpture,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316502,,https://images.metmuseum.org/CRDImages/ao/original/1991.17.31.JPG,https://images.metmuseum.org/CRDImages/ao/web-large/1991.17.31.JPG,https://images.metmuseum.org/CRDImages/ao/original/1991.17.31.JPG,1991.17.31.JPG,Men,2026-01-16T16:31:02.17Z
met_316503,316503,1991.17.32,1991,Court official from a commemorative altar,Male figure,The Michael C. Rockefeller Wing,Edo peoples,,,,16th–17th century,1500,1700,"Brass, iron",H. 24 3/4 in. × W. 7 1/8 in. × D. 7 in. (62.9 × 18.1 × 17.8 cm),,Court of Benin,,,Nigeria,,,,Metal-Sculpture,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",342,True,,https://www.metmuseum.org/art/collection/search/316503,https://www.wikidata.org/wiki/Q29384370,https://images.metmuseum.org/CRDImages/ao/original/DT1232.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT1232.jpg,https://images.metmuseum.org/CRDImages/ao/original/DT1232.jpg,1991.17.32.jpg,Men,2026-04-01T04:56:50.163Z
met_316505,316505,1991.17.34,1991,Figure: Court Attendant with Ceremonial Sword,Court attendant figure,The Michael C. Rockefeller Wing,Edo peoples,,,,18th–19th century,1700,1897,Brass,H. 12 11/16 in. × W. 5 in. × D. 5 1/2 in. (32.2 × 12.7 × 14 cm),,Court of Benin,,,Nigeria,,,,Metal-Sculpture,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316505,,https://images.metmuseum.org/CRDImages/ao/original/vs1991_17_34.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1991_17_34.jpg,https://images.metmuseum.org/CRDImages/ao/original/vs1991_17_34.jpg,1991.17.34.jpg,,2024-10-03T04:53:53.567Z
met_316506,316506,1991.17.35,1991,Hip Ornament: Face,Ornament,The Michael C. Rockefeller Wing,Edo peoples,,,,16th–19th century,1500,1897,Brass (cast),H. 6 3/8 in. × W. 4 in. × D. 2 1/4 in. (16.2 × 10.2 × 5.7 cm),,Court of Benin,,,Nigeria,,,,Metal-Ornaments,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316506,,https://images.metmuseum.org/CRDImages/ao/original/1991.17.35.JPG,https://images.metmuseum.org/CRDImages/ao/web-large/1991.17.35.JPG,https://images.metmuseum.org/CRDImages/ao/original/1991.17.35.JPG,1991.17.35.JPG,,2026-01-16T16:31:02.17Z
met_316507,316507,1991.17.36,1991,Hip Ornament: Leopard Head,Ornament,The Michael C. Rockefeller Wing,Edo peoples,,,,16th–19th century,1500,1897,"Brass, iron",H. 7 5/16 × W. 4 3/4 × D. 2 1/4 in. (18.6 × 12.1 × 5.7 cm),,Court of Benin,,,Nigeria,,,,Metal-Ornaments,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316507,,https://images.metmuseum.org/CRDImages/ao/original/DT6566.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT6566.jpg,https://images.metmuseum.org/CRDImages/ao/original/DT6566.jpg,1991.17.36.jpg,Leopards,2025-01-30T04:54:21.21Z
met_316508,316508,1991.17.37,1991,Medicine Vessel: Figure,Vessel,The Michael C. Rockefeller Wing,Edo peoples,,,,18th–19th century,1700,1800,"Brass, stone bead, cord",H. 2 1/2 × W. 1 1/8 × D. 7/8 in. (6.4 × 2.8 × 2.2 cm),,,,,Nigeria,,,,Metal-Containers,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316508,,https://images.metmuseum.org/CRDImages/ao/original/1991.17.37_a.JPG,https://images.metmuseum.org/CRDImages/ao/web-large/1991.17.37_a.JPG,https://images.metmuseum.org/CRDImages/ao/original/1991.17.37_a.JPG,1991.17.37.JPG,Faces,2026-01-16T16:31:02.17Z
met_316509,316509,1991.17.38,1991,Waist Pendant: Equestrain,Pendant,The Michael C. Rockefeller Wing,Edo peoples,,,,16th–19th century,1500,1897,Brass,H. 5 1/2 in. × W. 3 3/4 in. × D. 1 in. (14 × 9.5 × 2.5 cm),,Court of Benin,,,Nigeria,,,,Metal-Ornaments,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316509,,https://images.metmuseum.org/CRDImages/ao/original/1991.17.38.JPG,https://images.metmuseum.org/CRDImages/ao/web-large/1991.17.38.JPG,https://images.metmuseum.org/CRDImages/ao/original/1991.17.38.JPG,1991.17.38.JPG,,2026-01-16T16:31:02.17Z
met_316510,316510,1991.17.39,1991,Pendant: Portuguese Equestrain,Pendant,The Michael C. Rockefeller Wing,Edo peoples,,,,16th–19th century,1500,1897,Brass,H. 6 1/4 × W. 4 7/8 × D. 3/4 in. (15.9 × 12.4 × 1.9 cm),,Court of Benin,,,Nigeria,,,,Metal-Ornaments,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316510,,https://images.metmuseum.org/CRDImages/ao/original/DT6567.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT6567.jpg,https://images.metmuseum.org/CRDImages/ao/original/DT6567.jpg,1991.17.39.jpg,Horses,2026-01-16T16:31:02.17Z
met_316477,316477,1991.17.4,1991,Ùhúnmwèlaò ọ́ghé iyọ́bà (head of a queen mother),Head,The Michael C. Rockefeller Wing,Edo peoples,,,,18th–19th century,1700,1900,"Brass, iron",H. 21 in. × W. 10 1/2 in. × D. 10 3/4 in. (53.3 × 26.7 × 27.3 cm),,Court of Benin,,,Nigeria,,,,Metal-Sculpture,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",342,True,,https://www.metmuseum.org/art/collection/search/316477,,https://images.metmuseum.org/CRDImages/ao/original/DP-14786-011.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-14786-011.jpg,https://images.metmuseum.org/CRDImages/ao/original/DP-14786-011.jpg,1991.17.4.jpg,Heads,2025-05-31T04:50:53.377Z
met_316511,316511,1991.17.40,1991,Waist Pendant: Two Mudfish,Pendant,The Michael C. Rockefeller Wing,Edo peoples,,,,16th–19th century,1500,1897,Brass,H. 5 3/8 × W. 3 3/8 in. (13.7 × 8.6 cm),,Court of Benin,,,Nigeria,,,,Metal-Ornaments,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316511,,https://images.metmuseum.org/CRDImages/ao/original/1991.17.40.JPG,https://images.metmuseum.org/CRDImages/ao/web-large/1991.17.40.JPG,https://images.metmuseum.org/CRDImages/ao/original/1991.17.40.JPG,1991.17.40.JPG,Fish,2026-01-16T16:31:02.17Z
met_316512,316512,1991.17.41,1991,Pendant: Ram Head,Pendant,The Michael C. Rockefeller Wing,Edo peoples,,,,17th–19th century,1600,1897,Brass,H. 15 15/16 x  W. 16 1/8 x  D. 4 9/16 in. (40.5 x 41 x 11.5 cm),,Court of Benin (?),,,Nigeria,,,,Metal-Ornaments,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316512,,https://images.metmuseum.org/CRDImages/ao/original/vs1991_17_41.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1991_17_41.jpg,https://images.metmuseum.org/CRDImages/ao/original/vs1991_17_41.jpg,1991.17.41.jpg,Rams,2024-10-03T04:53:53.567Z
met_316513,316513,1991.17.42,1991,Hip Ornament: Face,Ornament,The Michael C. Rockefeller Wing,Edo peoples,,,,16th–19th century,1500,1897,Brass,H. 6 1/2 × W. 4 5/8 × D. 1 7/8 in. (16.5 × 11.8 × 4.8 cm),,Court of Benin,,,Nigeria,,,,Metal-Ornaments,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316513,,https://images.metmuseum.org/CRDImages/ao/original/1991.17.42.JPG,https://images.metmuseum.org/CRDImages/ao/web-large/1991.17.42.JPG,https://images.metmuseum.org/CRDImages/ao/original/1991.17.42.JPG,1991.17.42.JPG,,2026-01-16T16:31:02.17Z
met_316515,316515,1991.17.44,1991,Hip Ornament: Face,Ornament,The Michael C. Rockefeller Wing,Edo peoples,,,,16th–19th century,1500,1897,"Brass, iron",H. 6 1/2 in. × W. 4 1/4 in. × D. 2 in. (16.5 × 10.8 × 5.1 cm),,Court of Benin,,,Nigeria,,,,Metal-Sculpture,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316515,,https://images.metmuseum.org/CRDImages/ao/original/1991.17.44.JPG,https://images.metmuseum.org/CRDImages/ao/web-large/1991.17.44.JPG,https://images.metmuseum.org/CRDImages/ao/original/1991.17.44.JPG,1991.17.44.JPG,,2026-01-16T16:31:02.17Z
met_316517,316517,1991.17.46,1991,Waist Pendant: Equestrain,Pendant,The Michael C. Rockefeller Wing,Edo peoples,,,,16th–19th century,1500,1897,Brass,H. 5 5/8 × W. 3 3/8 × D. 7/8 in. (14.3 × 8.6 × 2.2 cm),,Court of Benin,,,Nigeria,,,,Metal-Ornaments,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316517,,https://images.metmuseum.org/CRDImages/ao/original/1991.17.46.JPG,https://images.metmuseum.org/CRDImages/ao/web-large/1991.17.46.JPG,https://images.metmuseum.org/CRDImages/ao/original/1991.17.46.JPG,1991.17.46.JPG,Men; Horses,2026-01-16T16:31:02.17Z
met_316518,316518,1991.17.47,1991,Waist Pendant: Equestrian,Pendant,The Michael C. Rockefeller Wing,Edo peoples,,,,16th–19th century,1500,1897,Brass,H. 5 5/8 × W. 3 1/2 × D. 7/8 in. (14.3 × 8.9 × 2.2 cm),,Court of Benin,,,Nigeria,,,,Metal-Ornaments,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316518,,https://images.metmuseum.org/CRDImages/ao/original/vs1991_17_47.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1991_17_47.jpg,https://images.metmuseum.org/CRDImages/ao/original/vs1991_17_47.jpg,1991.17.47.jpg,Horses,2026-01-16T16:31:02.17Z
met_316519,316519,1991.17.48,1991,Hip Ornament: Face,Ornament,The Michael C. Rockefeller Wing,Edo peoples,,,,16th–19th century,1500,1897,"Brass, iron, copper alloy",H. 7 3/4 in. × W. 5 in. × D. 2 1/4 in. (19.7 × 12.7 × 5.7 cm),,Court of Benin,,,Nigeria,,,,Metal-Ornaments,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316519,,https://images.metmuseum.org/CRDImages/ao/original/1991.17.48.JPG,https://images.metmuseum.org/CRDImages/ao/web-large/1991.17.48.JPG,https://images.metmuseum.org/CRDImages/ao/original/1991.17.48.JPG,1991.17.48.JPG,,2026-01-16T16:31:02.17Z
met_316520,316520,1991.17.49,1991,Hip Ornament: Face,Ornament,The Michael C. Rockefeller Wing,Edo peoples,,,,16th–17th century,1500,1700,Brass,H. 7 3/8 × W. 5 3/8 × D. 2 1/4 in. (18.7 × 13.7 × 5.7 cm),,Court of Benin,,,Nigeria,,,,Metal-Ornaments,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316520,,https://images.metmuseum.org/CRDImages/ao/original/DT6568.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT6568.jpg,https://images.metmuseum.org/CRDImages/ao/original/DT6568.jpg,1991.17.49.jpg,,2025-01-30T04:54:21.21Z
met_316521,316521,1991.17.50,1991,Pectoral: Face,Ornament,The Michael C. Rockefeller Wing,Edo peoples,,,,15th–17th century,1400,1700,"Brass, iron",H. 7 1/2 x W. 4 5/8 x D. 1 3/4 in. (19.1 x 11.8 x 4.5 cm),,Court of Benin,,,Nigeria,,,,Metal-Ornaments,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316521,,https://images.metmuseum.org/CRDImages/ao/original/DT6569.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT6569.jpg,https://images.metmuseum.org/CRDImages/ao/original/DT6569.jpg,1991.17.50.jpg,,2025-01-30T04:54:21.21Z
met_316522,316522,1991.17.51,1991,Waist Pendant: Crocodile Head,Pendant,The Michael C. Rockefeller Wing,Edo peoples,,,,16th–19th century,1500,1897,"Brass, copper alloy",H. 7 1/2 in. (19.1 cm),,Court of Benin,,,Nigeria,,,,Metal-Ornaments,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316522,,https://images.metmuseum.org/CRDImages/ao/original/1991.17.51.JPG,https://images.metmuseum.org/CRDImages/ao/web-large/1991.17.51.JPG,https://images.metmuseum.org/CRDImages/ao/original/1991.17.51.JPG,1991.17.51.JPG,Crocodiles,2026-01-16T16:31:02.17Z
met_316523,316523,1991.17.52,1991,Hip Ornament: Face,Hip ornament,The Michael C. Rockefeller Wing,Edo peoples,,,,16th–19th century,1500,1897,"Brass, iron",H. 7 1/2 in. × W. 5 in. × D. 2 3/4 in. (19.1 × 12.7 × 7 cm),,Court of Benin,,,Nigeria,,,,Metal-Ornaments,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316523,,https://images.metmuseum.org/CRDImages/ao/original/1991.17.52.JPG,https://images.metmuseum.org/CRDImages/ao/web-large/1991.17.52.JPG,https://images.metmuseum.org/CRDImages/ao/original/1991.17.52.JPG,1991.17.52.JPG,,2026-01-16T16:31:02.17Z
met_316525,316525,1991.17.54,1991,Rooster,Figure,The Michael C. Rockefeller Wing,Edo peoples,,,,18th century (?),1700,1800,Brass,H. 20 in. × W. 7 3/4 in. × D. 15 in. (50.8 × 19.7 × 38.1 cm),,Court of Benin,,,Nigeria,,,,Metal-Sculpture,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316525,,https://images.metmuseum.org/CRDImages/ao/original/DT6571.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT6571.jpg,https://images.metmuseum.org/CRDImages/ao/original/DT6571.jpg,1991.17.54.jpg,Roosters,2025-01-30T04:54:21.21Z
met_316526,316526,1991.17.55,1991,Figure: Leopard Head,Head,The Michael C. Rockefeller Wing,Edo peoples,,,,16th–19th century,1500,1897,"Brass, iron",H. 7 3/4 in. × W. 6 1/4 in. × D. 4 in. (19.7 × 15.9 × 10.2 cm),,Court of Benin,,,Nigeria,,,,Metal-Sculpture,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316526,,https://images.metmuseum.org/CRDImages/ao/original/vs1991_17_55.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1991_17_55.jpg,https://images.metmuseum.org/CRDImages/ao/original/vs1991_17_55.jpg,1991.17.55.jpg,Leopards,2024-10-03T04:53:53.567Z
met_316527,316527,1991.17.56,1991,Figure: Leopard Head,Head,The Michael C. Rockefeller Wing,Edo peoples,,,,18th–19th century,1700,1800,"Brass, iron",H. 8 3/4 in. (22.2 cm),,Court of Benin,,,Nigeria,,,,Metal-Sculpture,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316527,,https://images.metmuseum.org/CRDImages/ao/original/vs1991_17_56.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1991_17_56.jpg,https://images.metmuseum.org/CRDImages/ao/original/vs1991_17_56.jpg,1991.17.56.jpg,Leopards,2026-01-16T16:31:02.17Z
met_316528,316528,1991.17.57,1991,Figure: Leopard Head,Head,The Michael C. Rockefeller Wing,Edo peoples,,,,18th–19th century,1700,1800,"Brass, iron",H. 8 3/4 in. (22.2 cm),,Court of Benin,,,Nigeria,,,,Metal-Sculpture,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316528,,https://images.metmuseum.org/CRDImages/ao/original/vs1991_17_56.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1991_17_56.jpg,https://images.metmuseum.org/CRDImages/ao/original/vs1991_17_56.jpg,1991.17.57.jpg,Leopards,2026-01-16T16:31:02.17Z
met_316530,316530,1991.17.59,1991,Leopard Aquamanile,Aquamanile,The Michael C. Rockefeller Wing,Edo peoples,,,,16th–19th century,1500,1897,Brass,L. 5 1/2 in. (14 cm),,Court of Benin,,,Nigeria,,,,Metal-Sculpture,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316530,,https://images.metmuseum.org/CRDImages/ao/original/1991.17.59_a.JPG,https://images.metmuseum.org/CRDImages/ao/web-large/1991.17.59_a.JPG,https://images.metmuseum.org/CRDImages/ao/original/1991.17.59_a.JPG,1991.17.59.JPG,Leopards,2026-01-16T16:31:02.17Z
met_316531,316531,1991.17.60,1991,Figure: Bird of Prophecy (Ahianmwen-oro),Figure,The Michael C. Rockefeller Wing,Edo peoples,,,,16th–19th century,1500,1897,Brass,H. 5 5/8 × W. 3 1/2 × D. 3 7/8 in. (14.3 × 8.9 × 9.9 cm),,Court of Benin,,,Nigeria,,,,Metal-Sculpture,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316531,,https://images.metmuseum.org/CRDImages/ao/original/1991.17.60_b.JPG,https://images.metmuseum.org/CRDImages/ao/web-large/1991.17.60_b.JPG,https://images.metmuseum.org/CRDImages/ao/original/1991.17.60_b.JPG,1991.17.60.JPG,Birds,2026-01-16T16:31:02.17Z
met_316532,316532,1991.17.61,1991,Stool: Oba with Mudfish Legs (Agba),Stool,The Michael C. Rockefeller Wing,Edo peoples,,,,Late 19th century,1870,1899,"Wood, metal tacks",H. 14 1/2 x W. 25 x D. 14 1/8 in. (36.8 x 63.5 x 35.9 cm),,Court of Benin,,,Nigeria,,,,Wood-Furniture,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316532,,https://images.metmuseum.org/CRDImages/ao/original/DP372519.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP372519.jpg,https://images.metmuseum.org/CRDImages/ao/original/DP372519.jpg,1991.17.61.jpg,,2025-01-30T04:54:21.21Z
met_316533,316533,1991.17.62,1991,Chair,Chair,The Michael C. Rockefeller Wing,Edo peoples,,,,19th century,1800,1897,"Wood, metal tacks, glass",H. 36 1/2 in. × W. 19 in. × D. 21 in. (92.7 × 48.3 × 53.3 cm),,Court of Benin,,,Nigeria,,,,Wood-Furniture,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316533,,https://images.metmuseum.org/CRDImages/ao/original/DP140942.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP140942.jpg,https://images.metmuseum.org/CRDImages/ao/original/DP140942.jpg,1991.17.62.jpg,,2025-01-30T04:54:21.21Z
met_316535,316535,"1991.17.64a, b",1991,Box: Portuguese Horseman,Box,The Michael C. Rockefeller Wing,Edo peoples,,,,19th century,1800,1897,Ivory,H. 5 3/4 × W. 2 3/4 × D. 1 3/4 in. (14.6 × 7 × 4.4 cm),,Court of Benin,,,Nigeria,,,,Bone/Ivory-Containers,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316535,,https://images.metmuseum.org/CRDImages/ao/original/perls.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/perls.jpg,https://images.metmuseum.org/CRDImages/ao/original/perls.jpg,1991.17.64a_b.jpg,Horses,2026-01-16T16:31:02.17Z
met_316536,316536,1991.17.65,1991,Medicine Vessel: Two Figures,Vessel,The Michael C. Rockefeller Wing,Edo peoples,,,,18th–19th century,1700,1800,"Brass, hide, feathers, sacrifcial materials",H. 2 in. × W. 2 1/8 in. × D. 1 1/8 in. (5.1 × 5.4 × 2.8 cm),,,,,Nigeria,,,,Metal-Containers,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316536,,https://images.metmuseum.org/CRDImages/ao/original/1991.17.65_a.JPG,https://images.metmuseum.org/CRDImages/ao/web-large/1991.17.65_a.JPG,https://images.metmuseum.org/CRDImages/ao/original/1991.17.65_a.JPG,1991.17.65.JPG,Medicine,2026-01-16T16:31:02.17Z
met_316537,316537,"1991.17.66a, b",1991,Lidded Vessel: Fluted Gourd,Vessel with lid,The Michael C. Rockefeller Wing,Edo peoples,,,,16th–19th century,1500,1897,Brass,H. 9 1/4 x W. 7 1/2 x D. 3 1/2 in. (23.5 x 19.1 x 8.9 cm),,Court of Benin,,,Nigeria,,,,Metal-Containers,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316537,,https://images.metmuseum.org/CRDImages/ao/original/DP140941.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP140941.jpg,https://images.metmuseum.org/CRDImages/ao/original/DP140941.jpg,1991.17.66a_b.jpg,,2026-01-16T16:31:02.17Z
met_316539,316539,"1991.17.68a, b",1991,Lidded Box (ekpoki),Box with lid,The Michael C. Rockefeller Wing,Edo peoples,,,,16th–19th century,1500,1897,Brass,D. 3 3/4 x Diam. 18 in. (9.5 x 45.7 cm),,Court of Benin,,,Nigeria,,,,Metal-Containers,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316539,,https://images.metmuseum.org/CRDImages/ao/original/DP140944.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP140944.jpg,https://images.metmuseum.org/CRDImages/ao/original/DP140944.jpg,1991.17.68a_b.jpg,,2026-01-16T16:31:02.17Z
met_316540,316540,"1991.17.69a, b",1991,Box: Oba Ozolua and Unidentified Oba,Box with lid,The Michael C. Rockefeller Wing,Edo peoples,,,,19th century,1800,1897,"Wood, sheet metal",H. 3 in. × W. 4 in. × D. 14 3/4 in. (7.6 × 10.2 × 37.5 cm),,Court of Benin,,,Nigeria,,,,Wood-Containers,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316540,,https://images.metmuseum.org/CRDImages/ao/original/vs1991_17_69.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1991_17_69.jpg,https://images.metmuseum.org/CRDImages/ao/original/vs1991_17_69.jpg,1991.17.69a_b.jpg,,2024-10-03T04:53:53.567Z
met_316541,316541,"1991.17.70a, b",1991,Box: Man with Goat and Crocodile,Box,The Michael C. Rockefeller Wing,Edo peoples,,,,19th century,1800,1897,Ivory,H. 1 3/4 x W. 2 7/8 x D. 5 1/2 in. (4.5 x 7.3 x 14 cm),,Court of Benin,,,Nigeria,,,,Bone/Ivory-Containers,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316541,,https://images.metmuseum.org/CRDImages/ao/original/DT6574.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT6574.jpg,https://images.metmuseum.org/CRDImages/ao/original/DT6574.jpg,1991.17.70a_b.jpg,Men; Crocodiles; Goats,2025-01-30T04:54:21.21Z
met_316542,316542,1991.17.71,1991,Base of Lidded Vessel,Vessel base,The Michael C. Rockefeller Wing,Edo peoples,,,,16th–19th century,1500,1897,"Brass, copper",H. 2 × Diam. 6 7/8 in. (5.1 × 17.5 cm),,Court of Benin,,,Nigeria,,,,Metal-Containers,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316542,,https://images.metmuseum.org/CRDImages/ao/original/1991.17.71_a.JPG,https://images.metmuseum.org/CRDImages/ao/web-large/1991.17.71_a.JPG,https://images.metmuseum.org/CRDImages/ao/original/1991.17.71_a.JPG,1991.17.71.JPG,,2026-01-16T16:31:02.17Z
met_316543,316543,"1991.17.72a, b",1991,Lidded Vessel: Leopard and Prey,Vessel with lid,The Michael C. Rockefeller Wing,Edo peoples,,,,16th–19th century,1500,1897,Brass,H. 6 1/8 × Diam. 5 3/8 in. (15.6 × 13.7 cm),,Court of Benin,,,Nigeria,,,,Metal-Containers,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316543,,https://images.metmuseum.org/CRDImages/ao/original/DT6575.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT6575.jpg,https://images.metmuseum.org/CRDImages/ao/original/DT6575.jpg,1991.17.72a_b.jpg,Leopards,2026-01-16T16:31:02.17Z
met_316544,316544,1991.17.73,1991,Vessel,Vessel,The Michael C. Rockefeller Wing,Edo peoples,,,,16th–19th century,1500,1897,Brass,H. 9 in. × W. 7 1/2 in. × D. 8 3/4 in. (22.9 × 19.1 × 22.2 cm),,Court of Benin,,,Nigeria,,,,Metal-Containers,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316544,,https://images.metmuseum.org/CRDImages/ao/original/vs1991_17_73.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1991_17_73.jpg,https://images.metmuseum.org/CRDImages/ao/original/vs1991_17_73.jpg,1991.17.73.jpg,,2026-01-16T16:31:02.17Z
