id,object_id,accession_number,accession_year,title,object_name,department,culture,period,dynasty,reign,object_date,object_begin_date,object_end_date,medium,dimensions,geography_type,city,state,county,country,region,subregion,locale,classification,credit_line,repository,gallery_number,is_public_domain,rights_and_reproduction,object_url,object_wikidata_url,primary_image,primary_image_small,image_url,image_file,tags,metadata_date
met_316587,316587,1991.17.119,1991,Divination Vessel,Vessel,The Michael C. Rockefeller Wing,Edo peoples,,,,18th–19th century,1700,1800,Brass,Height 4-7/8 in.,,,,,Nigeria,,,,Metal-Containers,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316587,,https://images.metmuseum.org/CRDImages/ao/original/AOA130.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/AOA130.jpg,https://images.metmuseum.org/CRDImages/ao/original/AOA130.jpg,1991.17.119.jpg,,2026-01-21T04:52:24.343Z
met_316485,316485,1991.17.12,1991,Plaque with Warrior and Mudfish,Plaque,The Michael C. Rockefeller Wing,Edo peoples,,,,ca. 1540–70,1540,1570,Brass,H. 17 × W. 11 1/2 × D. 2 in. (43.2 × 29.2 × 5.1 cm),,Court of Benin,,,Nigeria,,,,Metal-Sculpture,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",342,True,,https://www.metmuseum.org/art/collection/search/316485,,https://images.metmuseum.org/CRDImages/ao/original/DT6558.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT6558.jpg,https://images.metmuseum.org/CRDImages/ao/original/DT6558.jpg,1991.17.12.jpg,Shields; Spears; Warriors,2025-05-31T04:50:53.377Z
met_316588,316588,1991.17.120,1991,Coconut Shell Vessel,Vessel,The Michael C. Rockefeller Wing,Edo peoples,,,,19th century,1800,1897,Coconut shell,H. 5 in. (12.7 cm),,Court of Benin,,,Nigeria,,,,Gourd-Containers,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316588,,https://images.metmuseum.org/CRDImages/ao/original/vs1991_17_120.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1991_17_120.jpg,https://images.metmuseum.org/CRDImages/ao/original/vs1991_17_120.jpg,1991.17.120.jpg,Men; Trees,2026-01-21T04:52:24.343Z
met_316589,316589,1991.17.121,1991,Vessel (?),Vessel (?),The Michael C. Rockefeller Wing,Edo peoples,,,,16th–19th century,1500,1897,Brass,H. 2 5/8 × Diam. 5 1/8 in. (6.7 × 13 cm),,Court of Benin,,,Nigeria,,,,Metal-Containers,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316589,,https://images.metmuseum.org/CRDImages/ao/original/1991.17.121_a.JPG,https://images.metmuseum.org/CRDImages/ao/web-large/1991.17.121_a.JPG,https://images.metmuseum.org/CRDImages/ao/original/1991.17.121_a.JPG,1991.17.121.JPG,,2026-01-21T04:52:24.343Z
met_316590,316590,1991.17.122,1991,Udàmalóre (ceremonial sword),Sword,The Michael C. Rockefeller Wing,Yoruba,,,,17th–18th century,1600,1800,"Ivory, wood or coconut shell inlay",W. 5 × D. 2 × L. 19 1/4 in. (12.7 × 5.1 × 48.9 cm),,Ijebu-Owo,,,Nigeria,,,,Bone/Ivory-Implements,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",343,True,,https://www.metmuseum.org/art/collection/search/316590,https://www.wikidata.org/wiki/Q116407184,https://images.metmuseum.org/CRDImages/ao/original/DT5136.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT5136.jpg,https://images.metmuseum.org/CRDImages/ao/original/DT5136.jpg,1991.17.122.jpg,Human Figures; Birds,2025-09-26T04:51:03.44Z
met_316591,316591,1991.17.123,1991,Orufanran Costume Attachment: Ram Head,Costume element,The Michael C. Rockefeller Wing,"Yoruba peoples, Owo group",,,,17th–19th century,1600,1897,"Ivory, wood or coconut shell inlay",H. 5 7/8 × W. 4 1/2 × D. 2 1/4 in. (14.9 × 11.4 × 5.7 cm),,,,,Nigeria,,,,Bone/Ivory-Ornaments,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",342,True,,https://www.metmuseum.org/art/collection/search/316591,,https://images.metmuseum.org/CRDImages/ao/original/DP-31152-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-31152-001.jpg,https://images.metmuseum.org/CRDImages/ao/original/DP-31152-001.jpg,1991.17.123.jpg,Rams,2025-11-19T04:51:42.46Z
met_316593,316593,1991.17.125,1991,Orufanran Costume Attachment: Crocodile Head,Costume element,The Michael C. Rockefeller Wing,"Yoruba peoples, Owo group",,,,17th–19th century,1600,1897,"Ivory, wood or coconut shell inlay",H. 5 1/2 × W. 2 3/16 × D. 1 1/2 in. (14 × 5.6 × 3.8 cm),,,,,Nigeria,,,,Bone/Ivory-Ornaments,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",342,True,,https://www.metmuseum.org/art/collection/search/316593,,https://images.metmuseum.org/CRDImages/ao/original/DT6611.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT6611.jpg,https://images.metmuseum.org/CRDImages/ao/original/DT6611.jpg,1991.17.125.jpg,Crocodiles,2025-05-31T04:50:53.377Z
met_316594,316594,"1991.17.126a, b",1991,Lidded Vessel,Vessel with lid,The Michael C. Rockefeller Wing,Owo-Yoruba peoples,,,,17th–18th century,1600,1800,"Ivory, wood or coconut-shell inlay",H. 8 1/4 × W. 4 3/4 × D. 4 5/8 in. (21 × 12.1 × 11.7 cm),,,,,Nigeria,,,,Bone/Ivory-Containers,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",342,True,,https://www.metmuseum.org/art/collection/search/316594,https://www.wikidata.org/wiki/Q29384372,https://images.metmuseum.org/CRDImages/ao/original/DT1675.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT1675.jpg,https://images.metmuseum.org/CRDImages/ao/original/DT1675.jpg,1991.17.126a_b.jpg,Human Figures; Crocodiles; Fish,2026-01-23T04:52:29.993Z
met_316595,316595,1991.17.127,1991,Àgéré Ifá (Ifá divination vessel) with kneeling woman,Vessel,The Michael C. Rockefeller Wing,"Yoruba peoples, Owo group",,,,17th–19th century,1600,1897,"Ivory, wood or coconut shell inlay",H. 6 1/2 × W. 4 1/2 × D. 4 5/8 in. (16.5 × 11.4 × 11.7 cm),,Owo,,,Nigeria,,,,Bone/Ivory-Containers,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",343,True,,https://www.metmuseum.org/art/collection/search/316595,,https://images.metmuseum.org/CRDImages/ao/original/DP-31157-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-31157-001.jpg,https://images.metmuseum.org/CRDImages/ao/original/DP-31157-001.jpg,1991.17.127.jpg,Caryatids; Women,2025-12-20T04:50:39.43Z
met_316597,316597,1991.17.129,1991,Vessel,Vessel,The Michael C. Rockefeller Wing,Owo-Yoruba peoples,,,,17th–18th century,1600,1800,"Ivory, wood or coconut shell inlay",Height 5 in.,,,,,Nigeria,,,,Bone/Ivory-Containers,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316597,,https://images.metmuseum.org/CRDImages/ao/original/DT6613.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT6613.jpg,https://images.metmuseum.org/CRDImages/ao/original/DT6613.jpg,1991.17.129.jpg,Animals,2026-01-21T04:52:24.343Z
met_316486,316486,1991.17.13,1991,Plaque with Portuguese Traders and Manillas,Plaque,The Michael C. Rockefeller Wing,Edo peoples,,,,ca. 1540–70,1540,1570,Brass,H. 18 × W. 7 3/4 × D. 1 in. (45.7 × 19.7 × 2.5 cm),,Court of Benin,,,Nigeria,,,,Metal-Sculpture,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",342,True,,https://www.metmuseum.org/art/collection/search/316486,,https://images.metmuseum.org/CRDImages/ao/original/DT6559.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT6559.jpg,https://images.metmuseum.org/CRDImages/ao/original/DT6559.jpg,1991.17.13.jpg,Men,2025-05-31T04:50:53.377Z
met_316602,316602,"1991.17.134a, b",1991,Altar Ring,Altar ring,The Michael C. Rockefeller Wing,Edo peoples,,,,17th–19th century,1600,1897,Brass,H. 1 7/8 × W. 8 1/2 × D. 8 1/2 in. (4.8 × 21.6 × 21.6 cm),,Court of Benin (?),,,Nigeria,,,,Metal-Sculpture,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316602,https://www.wikidata.org/wiki/Q96064588,https://images.metmuseum.org/CRDImages/ao/original/DT6617.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT6617.jpg,https://images.metmuseum.org/CRDImages/ao/original/DT6617.jpg,1991.17.134a_b.jpg,Birds,2026-04-23T04:57:37.81Z
met_316606,316606,1991.17.138,1991,Bracelet,Bracelet,The Michael C. Rockefeller Wing,"Yoruba peoples, Owo group",,,,17th–19th century,1600,1897,"Ivory, wood or coconut shell inlay",H. 7 1/2 × W. 4 1/8 × D. 4 1/8 in. (19.1 × 10.5 × 10.5 cm),,,,,Nigeria,,,,Bone/Ivory-Ornaments,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316606,,https://images.metmuseum.org/CRDImages/ao/original/DT6618.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT6618.jpg,https://images.metmuseum.org/CRDImages/ao/original/DT6618.jpg,1991.17.138.jpg,Human Figures; Crocodiles,2025-01-30T04:54:21.21Z
met_316487,316487,1991.17.14,1991,Plaque with Two Fluted Gourds,Plaque,The Michael C. Rockefeller Wing,Edo peoples,,,,ca. 1540–70,1540,1570,Brass,H. 13 × W. 6 1/2 × D. 1 3/4 in. (33 × 16.5 × 4.4 cm),,Court of Benin,,,Nigeria,,,,Metal-Sculpture,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",342,True,,https://www.metmuseum.org/art/collection/search/316487,,https://images.metmuseum.org/CRDImages/ao/original/1991.17.14.JPG,https://images.metmuseum.org/CRDImages/ao/web-large/1991.17.14.JPG,https://images.metmuseum.org/CRDImages/ao/original/1991.17.14.JPG,1991.17.14.JPG,Gourds,2025-12-20T04:50:39.43Z
met_316611,316611,1991.17.143,1991,Spoon,Spoon,The Michael C. Rockefeller Wing,Edo peoples,,,,15th–16th century,1400,1600,Ivory,W. 1 1/2 × L. 8 1/4 in. (3.8 × 21 cm),,,,,Nigeria,,,,Bone/Ivory-Implements,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316611,,https://images.metmuseum.org/CRDImages/ao/original/DT6620.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT6620.jpg,https://images.metmuseum.org/CRDImages/ao/original/DT6620.jpg,1991.17.143.jpg,Animals,2026-01-21T04:52:24.343Z
met_316613,316613,"1991.17.145a, b",1991,Lidded Box: Portuguese Face,Box with lid,The Michael C. Rockefeller Wing,Edo peoples,,,,16th–19th century,1500,1897,Brass,W. 2 1/4 × D. 1 7/8 × L. 4 1/2 in. (5.7 × 4.8 × 11.4 cm),,Court of Benin,,,Nigeria,,,,Metal-Containers,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316613,,https://images.metmuseum.org/CRDImages/ao/original/vs1991_17_145.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1991_17_145.jpg,https://images.metmuseum.org/CRDImages/ao/original/vs1991_17_145.jpg,1991.17.145a_b.jpg,,2026-01-21T04:52:24.343Z
met_316614,316614,1991.17.146,1991,Head of Iyoba,Head,The Michael C. Rockefeller Wing,Edo peoples,,,,18th–19th century,1700,1800,"Brass, iron",H. 21 in. × W. 11 1/4 in. × D. 12 1/2 in. (53.3 × 28.6 × 31.8 cm),,Court of Benin,,,Nigeria,,,,Metal-Sculpture,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316614,,https://images.metmuseum.org/CRDImages/ao/original/DT6622.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT6622.jpg,https://images.metmuseum.org/CRDImages/ao/original/DT6622.jpg,1991.17.146.jpg,Heads,2025-01-30T04:54:21.21Z
met_316615,316615,1991.17.147,1991,Hip Ornament: Face,Ornament,The Michael C. Rockefeller Wing,Edo peoples,,,,16th–19th century,1500,1897,"Brass, iron",H. 5 7/8 × W. 4 1/8 × D. 2 1/4 in. (14.9 × 10.5 × 5.7 cm),,Court of Benin,,,Nigeria,,,,Metal-Ornaments,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316615,,https://images.metmuseum.org/CRDImages/ao/original/1991.17.147.JPG,https://images.metmuseum.org/CRDImages/ao/web-large/1991.17.147.JPG,https://images.metmuseum.org/CRDImages/ao/original/1991.17.147.JPG,1991.17.147.JPG,,2026-01-21T04:52:24.343Z
met_316616,316616,1991.17.148,1991,Figure: Court Attendant with Ceremonial Sword,Figure,The Michael C. Rockefeller Wing,Edo peoples,,,,17th–18th century,1600,1800,Brass,H. 15 1/2 × W. 4 3/8 × D. 3 1/2 in. (39.4 × 11.1 × 8.9 cm),,Court of Benin,,,Nigeria,,,,Metal-Sculpture,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316616,,https://images.metmuseum.org/CRDImages/ao/original/vs1991_17_148.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1991_17_148.jpg,https://images.metmuseum.org/CRDImages/ao/original/vs1991_17_148.jpg,1991.17.148.jpg,Swords; Men,2026-01-21T04:52:24.343Z
met_316488,316488,1991.17.15,1991,Plaque: Mudfish,Plaque,The Michael C. Rockefeller Wing,Edo peoples,,,,16th–17th century,1500,1700,Brass,H. 13 3/8 x W. 6 3/4 x D. 2 1/8 in. (34 x 17.1 x 5.4 cm),,Court of Benin,,,Nigeria,,,,Metal-Sculpture,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316488,,https://images.metmuseum.org/CRDImages/ao/original/DP-31192-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-31192-001.jpg,https://images.metmuseum.org/CRDImages/ao/original/DP-31192-001.jpg,1991.17.15.jpg,Fish,2026-01-16T16:31:02.17Z
met_316618,316618,1991.17.150,1991,Bracelet: Four Figures,Bracelet,The Michael C. Rockefeller Wing,Edo peoples,,,,19th century,1800,1897,Brass,L. 5 1/2 × Diam. 3 3/8 in. (14 × 8.6 cm),,,,,Nigeria,,,,Metal-Ornaments,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316618,,https://images.metmuseum.org/CRDImages/ao/original/1991.17.150_a.JPG,https://images.metmuseum.org/CRDImages/ao/web-large/1991.17.150_a.JPG,https://images.metmuseum.org/CRDImages/ao/original/1991.17.150_a.JPG,1991.17.150.JPG,Human Figures,2026-01-21T04:52:24.343Z
met_316619,316619,1991.17.151,1991,Bracelet: Mudfish,Bracelet,The Michael C. Rockefeller Wing,Edo peoples,,,,16th–19th century,1500,1897,Brass,L. 5 3/8 ×  Diam. 3 5/8 in. (13.7 × 9.2 cm),,Court of Benin,,,Nigeria,,,,Metal-Ornaments,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316619,,https://images.metmuseum.org/CRDImages/ao/original/1991.17.151_a.JPG,https://images.metmuseum.org/CRDImages/ao/web-large/1991.17.151_a.JPG,https://images.metmuseum.org/CRDImages/ao/original/1991.17.151_a.JPG,1991.17.151.JPG,Fish,2026-01-21T04:52:24.343Z
met_316620,316620,1991.17.152,1991,Manilla,Currency,The Michael C. Rockefeller Wing,Edo peoples,,,,16th–19th century,1500,1897,Brass,Diam. 2 1/4 in. (5.7 cm),,,,,Nigeria (made in Western Europe),,,,Metal-Implements,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316620,,https://images.metmuseum.org/CRDImages/ao/original/vs1991_17_152.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1991_17_152.jpg,https://images.metmuseum.org/CRDImages/ao/original/vs1991_17_152.jpg,1991.17.152.jpg,,2026-01-21T04:52:24.343Z
met_316489,316489,1991.17.16,1991,Plaque with Ọ́bà (King) or Chief,Plaque,The Michael C. Rockefeller Wing,Edo peoples,,,,ca. 1540–70,1540,1570,Brass,H. 19 3/4 × W. 13 3/4 × D. 3 1/2 in. (50.2 × 34.9 × 8.9 cm),,Court of Benin,,,Nigeria,,,,Metal-Sculpture,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",342,True,,https://www.metmuseum.org/art/collection/search/316489,,https://images.metmuseum.org/CRDImages/ao/original/1991.17.16.JPG,https://images.metmuseum.org/CRDImages/ao/web-large/1991.17.16.JPG,https://images.metmuseum.org/CRDImages/ao/original/1991.17.16.JPG,1991.17.16.JPG,Men,2025-05-31T04:50:53.377Z
met_318649,318649,1991.17.17,1991,Plaque: Titleholder with Calabash Rattle,Plaque,The Michael C. Rockefeller Wing,Edo peoples,,,,16th–17th century,1500,1700,Brass,H. 17 7/8 × W. 6 5/8 × D. 4 3/16 in. (45.4 × 16.8 × 10.6 cm),,Court of Benin,,,Nigeria,,,,Metal-Sculpture,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/318649,,https://images.metmuseum.org/CRDImages/ao/original/1991.17.17.JPG,https://images.metmuseum.org/CRDImages/ao/web-large/1991.17.17.JPG,https://images.metmuseum.org/CRDImages/ao/original/1991.17.17.JPG,1991.17.17.JPG,Men,2025-01-30T04:54:21.21Z
met_316490,316490,1991.17.18,1991,Plaque with Two Portuguese Merchants,Plaque,The Michael C. Rockefeller Wing,Edo,,,,ca. 1540–70,1540,1570,Brass,H. 20 1/2 × W. 11 3/8 × D. 2 1/4 in. (52.1 × 28.9 × 5.7 cm),,Court of Benin,,,Nigeria,,,,Metal-Sculpture,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",342,True,,https://www.metmuseum.org/art/collection/search/316490,https://www.wikidata.org/wiki/Q116282454,https://images.metmuseum.org/CRDImages/ao/original/DP-40022-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-40022-001.jpg,https://images.metmuseum.org/CRDImages/ao/original/DP-40022-001.jpg,1991.17.18.jpg,Men,2025-06-05T04:50:31.79Z
met_316475,316475,1991.17.2,1991,Head of an Oba,Head,The Michael C. Rockefeller Wing,Edo peoples,,,,18th century,1700,1800,"Brass, iron",H. 13 1/8 x W. 9 3/8 x D. 10 3/8 in. (33.3 x 23.8 x 26.4 cm),,Court of Benin,,,Nigeria,,,,Metal-Sculpture,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316475,,https://images.metmuseum.org/CRDImages/ao/original/DT5132.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT5132.jpg,https://images.metmuseum.org/CRDImages/ao/original/DT5132.jpg,1991.17.2.jpg,Heads,2025-12-20T04:50:39.43Z
met_316492,316492,1991.17.20,1991,Plaque with Court Official Holding a Protective Amulet,Plaque,The Michael C. Rockefeller Wing,Edo peoples,,,,ca. 1540–70,1540,1570,Brass,H. 16 7/8 x W. 7 5/16 x D. 2 in. (42.9 x 18.6 x 5.1 cm),,Court of Benin,,,Nigeria,,,,Metal-Ornaments,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",342,True,,https://www.metmuseum.org/art/collection/search/316492,,https://images.metmuseum.org/CRDImages/ao/original/DP-25380-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25380-001.jpg,https://images.metmuseum.org/CRDImages/ao/original/DP-25380-001.jpg,1991.17.20.jpg,Men,2025-05-31T04:50:53.377Z
met_316493,316493,1991.17.21,1991,Plaque: Junior Court Official,Plaque,The Michael C. Rockefeller Wing,Edo peoples,,,,16th–17th century,1500,1700,Brass,H. 14 3/4 × W. 7 1/8 × D. 2 1/2 in. (37.5 × 18.1 × 6.4 cm),,Court of Benin,,,Nigeria,,,,Metal-Sculpture,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316493,,https://images.metmuseum.org/CRDImages/ao/original/1991.17.21.JPG,https://images.metmuseum.org/CRDImages/ao/web-large/1991.17.21.JPG,https://images.metmuseum.org/CRDImages/ao/original/1991.17.21.JPG,1991.17.21.JPG,,2025-01-30T04:54:21.21Z
met_316494,316494,1991.17.22,1991,Plaque: Court Official with Magical Staff,Plaque,The Michael C. Rockefeller Wing,Edo peoples,,,,16th–17th century,1500,1700,Brass,(Approx.) H. 18 1/4 × W. 8 × D. 2 in. (46.4 × 20.3 × 5.1 cm),,Court of Benin,,,Nigeria,,,,Metal-Sculpture,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316494,,https://images.metmuseum.org/CRDImages/ao/original/1991.17.22.JPG,https://images.metmuseum.org/CRDImages/ao/web-large/1991.17.22.JPG,https://images.metmuseum.org/CRDImages/ao/original/1991.17.22.JPG,1991.17.22.JPG,,2025-01-30T04:54:21.21Z
met_316496,316496,1991.17.24,1991,Plaque with Two Mudfish,Plaque,The Michael C. Rockefeller Wing,Edo peoples,,,,ca. 1540–70,1540,1570,Brass,H. 9 1/4 × W. 7 1/4 × D. 2 1/8 in. (23.5 × 18.4 × 5.4 cm),,Court of Benin,,,Nigeria,,,,Metal-Sculpture,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",342,True,,https://www.metmuseum.org/art/collection/search/316496,,https://images.metmuseum.org/CRDImages/ao/original/1991.17.24.JPG,https://images.metmuseum.org/CRDImages/ao/web-large/1991.17.24.JPG,https://images.metmuseum.org/CRDImages/ao/original/1991.17.24.JPG,1991.17.24.JPG,Fish,2025-05-31T04:50:53.377Z
met_316497,316497,1991.17.25,1991,Plaque with Ọ́lọ̀tọ̀n priest,Plaque,The Michael C. Rockefeller Wing,Edo peoples,,,,ca. 1540–70,1540,1570,Brass,(Approx.) H. 18 3/8 × W. 8 × D. 2 1/2 in. (46.7 × 20.3 × 6.4 cm),,Court of Benin,,,Nigeria,,,,Metal-Sculpture,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",342,True,,https://www.metmuseum.org/art/collection/search/316497,,https://images.metmuseum.org/CRDImages/ao/original/DT6561.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT6561.jpg,https://images.metmuseum.org/CRDImages/ao/original/DT6561.jpg,1991.17.25.jpg,Men,2025-05-31T04:50:53.377Z
met_316498,316498,1991.17.26,1991,Plaque: Court Official,Plaque,The Michael C. Rockefeller Wing,Edo peoples,,,,16th–17th century,1500,1700,Brass,H. (approx.) 15 1/2 × W. 8 × D. 1 3/8 in. (39.4 × 20.3 × 3.5 cm),,Court of Benin,,,Nigeria,,,,Metal-Sculpture,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316498,,https://images.metmuseum.org/CRDImages/ao/original/1991.17.26.JPG,https://images.metmuseum.org/CRDImages/ao/web-large/1991.17.26.JPG,https://images.metmuseum.org/CRDImages/ao/original/1991.17.26.JPG,1991.17.26.JPG,Men,2025-01-30T04:54:21.21Z
met_316499,316499,1991.17.27,1991,Plaque Fragment with Mudfish,Plaque,The Michael C. Rockefeller Wing,Edo peoples,,,,ca. 1540–70,1540,1570,Brass,H. 13 1/2 x W. 11 x D. 7/8 in. (34.3 x 27.9 x 2.2 cm),,Court of Benin,,,Nigeria,,,,Metal-Sculpture,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",342,True,,https://www.metmuseum.org/art/collection/search/316499,,https://images.metmuseum.org/CRDImages/ao/original/DT6562.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT6562.jpg,https://images.metmuseum.org/CRDImages/ao/original/DT6562.jpg,1991.17.27.jpg,Fish,2025-05-31T04:50:53.377Z
met_316501,316501,1991.17.29,1991,Figure: Court Official with Hammer and Staff,Figure,The Michael C. Rockefeller Wing,Edo peoples,,,,Late 19th–early 20th century,1870,1950,Brass,H. 8 1/4 in. × W. 7 in. × D. 8 3/4 in. (21 × 17.8 × 22.2 cm),,Kingdom of Benin,,,Nigeria,,,,Metal-Sculpture,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316501,,https://images.metmuseum.org/CRDImages/ao/original/1991.17.29_a.JPG,https://images.metmuseum.org/CRDImages/ao/web-large/1991.17.29_a.JPG,https://images.metmuseum.org/CRDImages/ao/original/1991.17.29_a.JPG,1991.17.29.JPG,Men; Hammers,2026-01-16T16:31:02.17Z
met_316476,316476,1991.17.3,1991,Head of an Oba,Head,The Michael C. Rockefeller Wing,Edo peoples,,,,19th century,1800,1897,"Brass, iron",H. 18 in. × W. 11 1/2 in. × D. 11 3/4 in. (45.7 × 29.2 × 29.8 cm),,Court of Benin,,,Nigeria,,,,Metal-Sculpture,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/316476,,https://images.metmuseum.org/CRDImages/ao/original/DT5133.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT5133.jpg,https://images.metmuseum.org/CRDImages/ao/original/DT5133.jpg,1991.17.3.jpg,Heads,2025-01-30T04:54:21.21Z
met_318650,318650,1991.17.30,1991,Figure: Court Official with Cross Pendant,Figure,The Michael C. Rockefeller Wing,Edo peoples,,,,18th–19th century,1700,1800,Brass,H. 22 1/2 x W. 7 1/2 x D. 8 in. (57.2 x 19.1 x 20.3 cm),,Court of Benin,,,Nigeria,,,,Metal-Sculpture,"Gift of Mr. and Mrs. Klaus G. Perls, 1991","Metropolitan Museum of Art, New York, NY",,True,,https://www.metmuseum.org/art/collection/search/318650,,https://images.metmuseum.org/CRDImages/ao/original/DT6564.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT6564.jpg,https://images.metmuseum.org/CRDImages/ao/original/DT6564.jpg,1991.17.30.jpg,Weapons; Men; Cross,2025-12-20T04:50:39.43Z
