id,object_id,title,inventory_number,institution,object_url,description,dating,production_place,collector,material,technique,dimensions,rights,image_url,image_page_url,image_resource_id,image_preview_url,image_file,image_missing
smb_19679,19679,Darstellung von Portugiesen,III C 23972,Ethnologisches Museum,https://smb.museum-digital.de/object/19679?navlang=en,"Darstellung von Portugiesen Sammler: Ansorge, William John",18.-19. Jahrhundert,Nigeria,William John Ansorge (1850-1913),Messing,Messing,"Objektmaß: 14,4 x 9,7 x 9,7 cm; Gewicht: 539 g",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=212530&resolution=superImageResolution#2367762,https://smb.museum-digital.de/singleimage?resourcenr=23146,23146,https://smb.museum-digital.de/resources/images/201806/200w_29230801069.jpg,smb_19679.jpg,False
smb_19654,19654,Vogel,III C 8427,Ethnologisches Museum,https://smb.museum-digital.de/object/19654?navlang=en,"Nach der mündlichen Überlieferung prophezeite ein Vogel dem König Esigie (Anfang 16. Jahrhundert) während des Krieges gegen die Igala die Niederlage der Armee Benins. Esigie erschoss den Vogel, besiegte die Armee Igalas und nahm deren König, Attah von Idah, gefangen, der zum Vasallen Benins wurde. Als Erinnerung an diese falsche Prophezeiung und an den Sieg Benins über die Igala ordnete Esigie das Gießen von Klangstäben mit Vogelfiguren an, die bei der jährlichen Ugie-Oro-Zeremonie erklingen. Der Wahrsagevogel findet sich auch auf Reliefplatten oder als kleine Elfenbeinschnitzerei. Die Vogelart lässt sich nicht genau bestimmen; es könnte sich um einen Ibis, einen Fischadler oder einen Kuhreiher handeln. Sammler: Bey, Heinrich",1500-1700,Nigeria,Heinrich Bey,Messing,Messing,"Objektmaß: 49,1 x 32 x 5,5 cm; Gewicht: 10,55 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=211798&resolution=superImageResolution#6397,https://smb.museum-digital.de/singleimage?resourcenr=23121,23121,https://smb.museum-digital.de/resources/images/201806/200w_29230745663.jpg,smb_19654.jpg,False
smb_19384,19384,Gedenkkopf eines Königs (Memorial head of a king),III C 7659,Ethnologisches Museum,https://smb.museum-digital.de/object/19384?navlang=en,"Die aus dieser Zeit in größerer Zahl erhaltenen Gedenkköpfe sind stark formalisiert. Ihre Gesichter sind weitgehend identisch, die königlichen Insignien dagegen stärker ausgearbeitet, ihre Formen variieren. Gemeinsam ist allen die aus Korallenperlen bestehende Kappe. Diese Grundform wird variiert durch verschiedene Zugaben, wie an den Seiten angebrachte Korallenperlen, flügelähnliche Aufsätze und gebogene Stege aus Korallenperlen, die sich bis an die Augen vor das Gesicht schieben. Verschiedene Motive auf einer Plinthe um die Basis verweisen auf die spirituelle Macht des Königs. Gleichzeitig werden die Köpfe größer und ihre Wanddicke wird erheblich stärker. Auf den Altären des 18. und 19. Jahrhunderts dienen die Gedenkköpfe nämlich zugleich als Basis für große Elefantenzähne, die mit Motiven beschnitzt sind, die in der frühen Zeit Benins, im 16. und 17 Jahrhundert, auf den Reliefplatten dargestellt waren.",18. Jahrhundert,Nigeria,,Messing,Messing,"Höhe x Durchmesser: 30,5 x 27 cm; Gewicht: 12,1 kg; Dicke: 6 mm (Plinte)",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=210759&resolution=superImageResolution#2367808,https://smb.museum-digital.de/singleimage?resourcenr=22851,22851,https://smb.museum-digital.de/resources/images/201806/200w_29230501413.jpg,smb_19384.jpg,False
smb_19781,19781,Stuhlbein (Leg of a chair),III C 8064,Ethnologisches Museum,https://smb.museum-digital.de/object/19781?navlang=en,Reliefiertes Stuhlbein mit Darstellung eines Königs oder hohen Würdenträgers mit eben-Schwert und Pferdekopf. Im unteren Feld eine Kanone.,19. Jahrhundert,Nigeria,,Holz,Holz,"Höhe x Breite x Tiefe: 39 x 12,5 x 1,5 cm; Gewicht: ca. 0,6 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=210837&resolution=superImageResolution#6072,https://smb.museum-digital.de/singleimage?resourcenr=23248,23248,https://smb.museum-digital.de/resources/images/201806/200w_29230856401.jpg,smb_19781.jpg,False
smb_19535,19535,Menschlicher Kopf (Skulptur),III C 40263,Ethnologisches Museum,https://smb.museum-digital.de/object/19535?navlang=en,"Kopf, mit Federschmuck verziert. Altaraufsatz.",,Nigeria,,Holz,Holz,"Objektmaß: H ges.: 36,7 cm",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=212749&resolution=superImageResolution#7292,https://smb.museum-digital.de/singleimage?resourcenr=23002,23002,https://smb.museum-digital.de/resources/images/201806/200w_29230624714.jpg,smb_19535.jpg,False
smb_20161,20161,Esslöffel,III C 10929,Ethnologisches Museum,https://smb.museum-digital.de/object/20161?navlang=en,"Esslöffel Sammler: Jaffé, Siegfried",19. Jahrhundert,Nigeria,Siegfried Jaffé,Messing,Messing,Objektmaß: 20 x 4 x 2 cm,CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=214748&resolution=superImageResolution#2367662,https://smb.museum-digital.de/singleimage?resourcenr=23628,23628,https://smb.museum-digital.de/resources/images/201806/200w_29231401517.jpg,smb_20161.jpg,False
smb_19506,19506,Kopf eines Königs,III C 7662 a,Ethnologisches Museum,https://smb.museum-digital.de/object/19506?navlang=en,"Aus Messing gegossene Gürtelmasken wurden von hochrangigen Mitgliedern der Palastgesellschaften getragen. Während die wissenschaftliche Forschung diese Masken aufgrund der reichen Verzierung mit Korallenperlen als Darstellungen des Königs ansieht, betrachtet man sie in Benin als Bilder eines besiegten rebellischen Würdenträgers.",18.-19. Jahrhundert,Nigeria,,Messing,Messing,"Höhe x Breite x Tiefe: 17,3 x 10,4 x 5 cm; Gewicht: < 2 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=210761&resolution=superImageResolution#2367810,https://smb.museum-digital.de/singleimage?resourcenr=22973,22973,https://smb.museum-digital.de/resources/images/201806/200w_29230609795.jpg,smb_19506.jpg,False
smb_19628,19628,König,III C 8418,Ethnologisches Museum,https://smb.museum-digital.de/object/19628?navlang=en,"Der König ist an seinen Insignien, Kappe und Hemd aus Korallen und große Korallenperle an einem Halsband, erkannbar. Die beiden Welse verweisen auf die Beziehung des Königs zu Olokun, dem Herrn des Meeres. Sammler: Bey, Heinrich",1500-1590er Jahre,Nigeria,Heinrich Bey,Messing,Messing,"Objektmaß: 40,1 x 18,5 x 4,3 cm; Gewicht: 2,4 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=212004&resolution=superImageResolution#2367948,https://smb.museum-digital.de/singleimage?resourcenr=23095,23095,https://smb.museum-digital.de/resources/images/201806/200w_29230731012.jpg,smb_19628.jpg,False
smb_19466,19466,Kopf eines Hofzwerges,III C 12514,Ethnologisches Museum,https://smb.museum-digital.de/object/19466?navlang=en,"Kopf eines Hofzwerges Sammler: Webster, William Downing",15.-16. Jahrhundert,Nigeria,William Downing Webster (1868-1913),Messing,Messing,"Höhe x Breite x Tiefe: 14,5 x 12 x 16 cm; Gewicht: 0,9 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=211840&resolution=superImageResolution#6472,https://smb.museum-digital.de/singleimage?resourcenr=22933,22933,https://smb.museum-digital.de/resources/images/201806/200w_29230548805.jpg,smb_19466.jpg,False
smb_19431,19431,Armring,III C 10886,Ethnologisches Museum,https://smb.museum-digital.de/object/19431?navlang=en,Armring Sammler: Völkerkundliches Museum Johann Friedrich Gustav Umlauff,18.-19. Jahrhundert,Nigeria,Völkerkundliches Museum Johann Friedrich Gustav Umlauff (Hamburg),"Messing, Guss","Messing, Guss","Höhe x Durchmesser: 2,6 x 11 cm; Durchmesser: 8,42 cm innen; Gewicht: 0,35 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=212298&resolution=superImageResolution#1334173,https://smb.museum-digital.de/singleimage?resourcenr=22898,22898,https://smb.museum-digital.de/resources/images/201806/200w_29230528487.jpg,smb_19431.jpg,False
smb_19509,19509,Soldat mit Bogen und Schwert,III C 8406,Ethnologisches Museum,https://smb.museum-digital.de/object/19509?navlang=en,"Soldat mit Bogen und Schwert Sammler: Bey, Heinrich",1500-1700,Nigeria,Heinrich Bey,Messing,Messing,"Objektmaß: H: 33 cm B: 18,7 cm",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=211969&resolution=superImageResolution#2367936,https://smb.museum-digital.de/singleimage?resourcenr=22976,22976,https://smb.museum-digital.de/resources/images/201806/200w_29230611494.jpg,smb_19509.jpg,False
smb_19579,19579,Altargruppe mit Königinmutter,III C 20301,Ethnologisches Museum,https://smb.museum-digital.de/object/19579?navlang=en,"Ähnlich wie bei Darstellungen des Königs werden die Hände der Königinmutter hier von zwei Dienerinnen, die Fächer halten, gestützt. Vor ihnen stehen zwei weitere Begleitfiguren mit Fächer bzw einem Stab. Am Sockel der Gruppe befinden sich fünf weitere Dienerinnen. Rüsselhände, die Blätter halten, verweisen auf die spirituelle Macht der Königinmutter. Die große Zahl von Gedenkköpfen, Altargruppen und Einzelfiguren für Königinmütter aus dem 18. – 19. Jahrhundert läßt darauf schließen, dass mit der Restauration des Königtums zu Beginn des 18. Jahrhunderts auch das Amt der Königinmutter wieder eine Aufwertung erfuhr. Nicht alle Könige des späten 17. Jahrhunderts hatten dieses Amt besetzen können. Seine Bedeutung war durch die große Zahl von Menschenopfer, die König Ewuakpe anlässlich des Todes seiner Mutter gefordert hatte und die zu seiner vorübergehenden Absetzung als König führten, auf einem Tiefpunkt.",18.-19. Jahrhundert,Nigeria,,Messing,Messing,"Objektmaß: 24,3 x 22 x 26 cm; Gewicht: ca. 45 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=212520&resolution=superImageResolution#498357,https://smb.museum-digital.de/singleimage?resourcenr=23046,23046,https://smb.museum-digital.de/resources/images/201806/200w_29230701283.jpg,smb_19579.jpg,False
smb_19653,19653,Menschliche Figur mit Welskopf,III C 10873,Ethnologisches Museum,https://smb.museum-digital.de/object/19653?navlang=en,"Die Figur zeigt Elemente, wie den an der Seite hochgezogenen Schurz, die in der Kunst Benins häufig vorkommen. Da ihre Herkunft nicht eindeutig geklärt ist, ordnet man sie den „Werkstätten des unteren Niger“ zu. Stilistisch verbinden sie Elemente der Kunst Benins mit der der Kunst der Yoruba. Sammler: Webster, William Downing",1500-1700,Nigeria,William Downing Webster (1868-1913),Messing,Messing,"Höhe x Breite x Tiefe: 32 x 22,7 x 22 cm; Wandstärke: ca. 0,6 cm; Gewicht: 7,1 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=211834&resolution=superImageResolution#6435,https://smb.museum-digital.de/singleimage?resourcenr=23120,23120,https://smb.museum-digital.de/resources/images/201806/200w_29230745254.jpg,smb_19653.jpg,False
smb_19414,19414,Schlangenkopf,III C 8515,Ethnologisches Museum,https://smb.museum-digital.de/object/19414?navlang=en,"Schlangenkopf mit Schuppenmuster, geöffnetes Maul mit oberer und unterer sorgfältig ausgearbeiteter Zahnreihe. Sammler: Bey, Heinrich",18.-19. Jahrhundert,Nigeria,Heinrich Bey,Messing,Messing,Objektmaß: H: ca. 52 cm B: ca. 36 cm,CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=212760&resolution=superImageResolution#518826,https://smb.museum-digital.de/singleimage?resourcenr=22881,22881,https://smb.museum-digital.de/resources/images/201806/200w_29230519125.jpg,smb_19414.jpg,False
smb_19415,19415,Stuhlbein (Leg of a chair),III C 8068,Ethnologisches Museum,https://smb.museum-digital.de/object/19415?navlang=en,Reliefiertes Stuhlbein mit Darstellung eines auf einem Pferd stehenden Portugiesen mit Schwert.,19. Jahrhundert,Nigeria,,Holz,Holz,"Höhe x Breite x Tiefe: 36,5 x 13,5 x 1,5 cm; Gewicht: 0,7 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=210839&resolution=superImageResolution#6076,https://smb.museum-digital.de/singleimage?resourcenr=22882,22882,https://smb.museum-digital.de/resources/images/201806/200w_29230519587.jpg,smb_19415.jpg,False
smb_19612,19612,Portugiese,III C 8351,Ethnologisches Museum,https://smb.museum-digital.de/object/19612?navlang=en,"Portugiese Sammler: Bey, Heinrich",1500-1700,Nigeria,Heinrich Bey,Messing,Messing,Höhe x Breite: 36 x 16 cm,CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=211167&resolution=superImageResolution#2367901,https://smb.museum-digital.de/singleimage?resourcenr=23079,23079,https://smb.museum-digital.de/resources/images/201806/200w_29230722090.jpg,smb_19612.jpg,False
smb_274748,274748,Armring,III C 36733 (Doppelt 2),Ethnologisches Museum,https://smb.museum-digital.de/object/274748?navlang=en,Armring. Hergestellt Benin Hergestellt Benin 19. Jh. oder 20. Jh.,1801-1914,Benin,,Bronze (?),Bronze (?),"Höhe x Breite x Tiefe: 14 x 11 x 5,6 cm, Höhe x Breite x Tiefe: 14 x 11 x 5.6 cm",CC BY,https://id.smb.museum/digital-asset/5641240,https://smb.museum-digital.de/singleimage?resourcenr=587150,587150,https://smb.museum-digital.de/resources/images/202304/200w_64415fc4f0410.jpg,smb_274748.jpg,False
smb_20006,20006,Menschliche Plastik,III C 34410,Ethnologisches Museum,https://smb.museum-digital.de/object/20006?navlang=en,"Männlich, mit geschultertem Gewehr Erhaltungszustand: Gewehr verbogen. Sammler: Carnap-Quernheimb sen., Ernst von Erwerbungsort: Lagos",,Benin,Ernst von Carnap-Quernheimb (1863-1945),Bronze,Bronze,Objektmaß: H: 19 cm,CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=214709&resolution=superImageResolution#2367784,https://smb.museum-digital.de/singleimage?resourcenr=23473,23473,https://smb.museum-digital.de/resources/images/201806/200w_29231217412.jpg,smb_20006.jpg,False
smb_19418,19418,Ooton-Priester,III C 8409,Ethnologisches Museum,https://smb.museum-digital.de/object/19418?navlang=en,"Ooton-Priester sind an dem zapfenförmigen Aufsatz der Kopfbedeckung zu erkennen, die außer ihnen nur der König und einige Würdenträger tragen durften. Die lange Gerte, die er in der Hand trägt, dient der Abwehr böser Mächte bei den Opferhandlungen. Sammler: Bey, Heinrich",1501-1550,Nigeria,Heinrich Bey,Messing,Messing,"Objektmaß: 41,6 x 17,7 x 5,2 cm; Gewicht: 2,6 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=211972&resolution=superImageResolution#1282058,https://smb.museum-digital.de/singleimage?resourcenr=22885,22885,https://smb.museum-digital.de/resources/images/201806/200w_29230521023.jpg,smb_19418.jpg,False
smb_19512,19512,Menschliche Figur mit viereckiger Glocke,III C 19275,Ethnologisches Museum,https://smb.museum-digital.de/object/19512?navlang=en,"Die Figur zeigt Elemente, wie den an der Seite hochgezogenen Schurz oder die umgehängte viereckige Glocke, die in der Kunst Benins häufig vorkommen. Die Gestaltung des Gesichts unterscheidet sich dagegen grundsätzlich von Gesichtern in der Kunst Benins. Manche Autoren sehen in der Figur die Darstellung eines Zwerges. Da ihre Herkunft nicht eindeutig geklärt ist, ordnet man sie den „Werkstätten des unteren Niger“ zu. Stilistisch verbinden sie Elemente der Kunst Benins mit der der Kunst der Yoruba. Sammler: Schaumburg, H.",1500-1700,Nigeria,H. Schaumburg,Messing,Messing,"Objektmaß: 34 x 19 x 16 cm; Gewicht: 4,5 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=211923&resolution=superImageResolution#6506,https://smb.museum-digital.de/singleimage?resourcenr=22979,22979,https://smb.museum-digital.de/resources/images/201806/200w_29230613127.jpg,smb_19512.jpg,False
smb_19524,19524,Würdenträger,III C 9948,Ethnologisches Museum,https://smb.museum-digital.de/object/19524?navlang=en,"Die Figur eines Würdenträgers wird wegen der ungewöhnlichen Befestigung auf einer Metallplatte als eine Dachfigur gedeutet. Bewaffnet mit Schwert und Bogen und angetan mit einem Leopardenüberwurf, einer viereckigen Glocke an einer Kette aus Korallenperlen und Leopardenzähnen sowie einer Mitra-förmigen Kopfbedeckung ist dieser Würdenträger ein Bild der königlichen Macht. Wahrscheinlich wurde die Dachdekoration zusammen mit den Reliefplatten in den Palasthöfen in einer Krise des Königtums im 17. Jahrhundert entfernt. Sammler: Webster, William Downing",1590-1610,Nigeria,William Downing Webster (1868-1913),"Messing, Guss","Messing, Guss","Objektmaß: 45,5 x 22,6 x 15,8 cm (Messung am Objekt); Gewicht: 4,1 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=211803&resolution=superImageResolution#6415,https://smb.museum-digital.de/singleimage?resourcenr=22991,22991,https://smb.museum-digital.de/resources/images/201806/200w_29230618987.jpg,smb_19524.jpg,False
smb_19837,19837,Gedenkkopf eines Königs,III C 8201,Ethnologisches Museum,https://smb.museum-digital.de/object/19837?navlang=en,"Die aus dieser Zeit in größerer Zahl erhaltenen Gedenkköpfe sind stark formalisiert. Ihre Gesichter sind weitgehend identisch, die königlichen Insignien dagegen stärker ausgearbeitet, ihre Formen variieren. Gemeinsam ist allen die aus Korallenperlen bestehende Kappe. Diese Grundform wird variiert durch verschiedene Zugaben, wie an den Seiten angebrachte Korallenperlen, flügelähnliche Aufsätze und gebogene Stege aus Korallenperlen, die sich bis an die Augen vor das Gesicht schieben. Verschiedene Motive auf einer Plinthe um die Basis verweisen auf die spirituelle Macht des Königs. Gleichzeitig werden die Köpfe größer und ihre Wanddicke wird erheblich stärker. Auf den Altären des 18. und 19. Jahrhunderts dienen die Gedenkköpfe nämlich zugleich als Basis für große Elefantenzähne, die mit Motiven beschnitzt sind, die in der frühen Zeit Benins, im 16. und 17 Jahrhundert, auf den Reliefplatten dargestellt waren. Sammler: Schmidt, Eduard",19. Jahrhundert,Nigeria,Eduard Schmidt (Konsul) (1860-1899),Messing,Messing,"Höhe x Breite x Tiefe: 58 x 31 x 34 cm; Gewicht: 31,2 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=211855&resolution=superImageResolution#2367861,https://smb.museum-digital.de/singleimage?resourcenr=23304,23304,https://smb.museum-digital.de/resources/images/201806/200w_29230926045.jpg,smb_19837.jpg,False
smb_19768,19768,Schellen,III C 10935 a-f,Ethnologisches Museum,https://smb.museum-digital.de/object/19768?navlang=en,"6 kleine Schellen, deren Oberfläche mit kreisförmigen Reliefs verziert ist. Auf den Schellen kleine Ösen (D: ca. 1 cm). Sammler: Jaffé, Siegfried",18.-19. Jahrhundert,Nigeria,Siegfried Jaffé,Messing,Messing,Objektmaß: jede Schelle ca: 3 x 2 x 2 cm,CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=212315&resolution=superImageResolution#2367668,https://smb.museum-digital.de/singleimage?resourcenr=23235,23235,https://smb.museum-digital.de/resources/images/201806/200w_29230849179.jpg,smb_19768.jpg,False
smb_19881,19881,Fünf Welse,III C 8250,Ethnologisches Museum,https://smb.museum-digital.de/object/19881?navlang=en,"Fünf Welse Sammler: Meyer, Hans",1500-1700,Nigeria,Hans Meyer(Geograph) (1858-1929),"Messing, Guss","Messing, Guss","Objektmaß: 47,3 x 20,2 x 3 cm (Messung am Objekt); Gewicht: 2,8 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=210088&resolution=superImageResolution#6192,https://smb.museum-digital.de/singleimage?resourcenr=23348,23348,https://smb.museum-digital.de/resources/images/201806/200w_29230947812.jpg,smb_19881.jpg,False
smb_19521,19521,König oder hochrangiger Würdenträger,III C 8255,Ethnologisches Museum,https://smb.museum-digital.de/object/19521?navlang=en,"König oder hochrangiger Würdenträger mit eben-Schwert und Leoparden-Gürtelmaske Sammler: Meyer, Hans",1500-1700,Nigeria,Hans Meyer(Geograph) (1858-1929),Messing,Messing,"Objektmaß: 47 x 35,5 x 8 cm; Gewicht: 9,6 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=211137&resolution=superImageResolution#6199,https://smb.museum-digital.de/singleimage?resourcenr=22988,22988,https://smb.museum-digital.de/resources/images/201806/200w_29230617742.jpg,smb_19521.jpg,False
smb_19922,19922,Würdenträger,III C 8263,Ethnologisches Museum,https://smb.museum-digital.de/object/19922?navlang=en,"Hochrangiger Würdenträger mit eben-Schwert und Leoparden-Gürtelmaske Sammler: Meyer, Hans",1500-1700,Nigeria,Hans Meyer(Geograph) (1858-1929),Messing,Messing,"Höhe x Breite x Tiefe: 41,5 x 19,5 x 7 cm; Gewicht: 4 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=211144&resolution=superImageResolution#2367881,https://smb.museum-digital.de/singleimage?resourcenr=23389,23389,https://smb.museum-digital.de/resources/images/201806/200w_29231015008.jpg,smb_19922.jpg,False
smb_19598,19598,Portugiese,III C 8355,Ethnologisches Museum,https://smb.museum-digital.de/object/19598?navlang=en,"Portugiese mit Lanze und Schwert Sammler: Bey, Heinrich",1500-1700,Nigeria,Heinrich Bey,Messing,Messing,"Objektmaß: H: 38 cm B: 21,5 cm",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=211187&resolution=superImageResolution#2367903,https://smb.museum-digital.de/singleimage?resourcenr=23065,23065,https://smb.museum-digital.de/resources/images/201806/200w_29230714075.jpg,smb_19598.jpg,False
smb_19790,19790,König Ozolua (?),III C 8209,Ethnologisches Museum,https://smb.museum-digital.de/object/19790?navlang=en,"Die Darstellung wird heute als Bild Königs Ozolua (ca. 1481 – 1504) gedeutet, der auf Elfenbeinschnitzereien des 18 Jahrhunderts ebenfalls mit der ungewöhnlichen viereckigen Kopfbedeckung und einem langen Kettenpanzer erscheint. Sammler: Schmidt, Eduard",1500-1700,Nigeria,Eduard Schmidt (Konsul) (1860-1899),Messing,Messing,"Objektmaß: 53 x 30 x 5,8 cm; Gewicht: 20,1 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=211124&resolution=superImageResolution#6173,https://smb.museum-digital.de/singleimage?resourcenr=23257,23257,https://smb.museum-digital.de/resources/images/201806/200w_29230900786.jpg,smb_19790.jpg,False
smb_19470,19470,Zwei Höflinge,III C 8372,Ethnologisches Museum,https://smb.museum-digital.de/object/19470?navlang=en,"Zwei Höflinge Sammler: Bey, Heinrich",1501-1550,Nigeria,Heinrich Bey,Messing,Messing,"Höhe x Breite: 48 x 30,5 cm; Gewicht: 10,6 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=211219&resolution=superImageResolution#6264,https://smb.museum-digital.de/singleimage?resourcenr=22937,22937,https://smb.museum-digital.de/resources/images/201806/200w_29230551510.jpg,smb_19470.jpg,False
smb_19802,19802,Portugiese,III C 8349,Ethnologisches Museum,https://smb.museum-digital.de/object/19802?navlang=en,"Portugiese mit Hakenbüchse. Diese Platte gehört zu einer kleinen Gruppe von Reliefplatten, in denen von der üblichen Frontalansicht abgewichen wurde. Sammler: Bey, Heinrich",1500-1700,Nigeria,Heinrich Bey,Messing,Messing,"Höhe x Breite: 44 x 17 cm; Gewicht: 2,8 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=211165&resolution=superImageResolution#6233,https://smb.museum-digital.de/singleimage?resourcenr=23269,23269,https://smb.museum-digital.de/resources/images/201806/200w_29230905656.jpg,smb_19802.jpg,False
smb_20069,20069,Reitender Portugiese,III C 19213,Ethnologisches Museum,https://smb.museum-digital.de/object/20069?navlang=en,"Reitender Portugiese Sammler: Held, Hermann",19. Jahrhundert,Nigeria,Hermann Held (1836-1914),Holz,Holz,"Höhe x Breite x Tiefe: 29 x 8 x 9,5 cm; Gewicht: 0,45 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=221343&resolution=superImageResolution#2367731,https://smb.museum-digital.de/singleimage?resourcenr=23536,23536,https://smb.museum-digital.de/resources/images/201806/200w_29231259369.jpg,smb_20069.jpg,False
smb_19887,19887,Höfling mit ekpokin-Behälter,III C 8271,Ethnologisches Museum,https://smb.museum-digital.de/object/19887?navlang=en,"Höfling mit ekpokin-Behälter Sammler: Meyer, Hans",1500-1700,Nigeria,Hans Meyer(Geograph) (1858-1929),Messing,Messing,"Höhe x Breite x Tiefe: 46,4 x 18,5 x 9 cm; Gewicht: 5,3 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=211152&resolution=superImageResolution#2367888,https://smb.museum-digital.de/singleimage?resourcenr=23354,23354,https://smb.museum-digital.de/resources/images/201806/200w_29230951933.jpg,smb_19887.jpg,False
smb_19630,19630,Iyase (oberster Militärführer),III C 8390,Ethnologisches Museum,https://smb.museum-digital.de/object/19630?navlang=en,"Iyase (oberster Militärführer) mit eben-Schwert begleitet von Hornbläser und Gongspieler Sammler: Bey, Heinrich",1500-1700,Nigeria,Heinrich Bey,Messing,Messing,"Objektmaß: 42,7 x 39,5 x 6,1 cm; Gewicht: 20,4 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=211795&resolution=superImageResolution#6386,https://smb.museum-digital.de/singleimage?resourcenr=23097,23097,https://smb.museum-digital.de/resources/images/201806/200w_29230731855.jpg,smb_19630.jpg,False
smb_19611,19611,Militärischer Würdenträger mit Lanze,III C 8441,Ethnologisches Museum,https://smb.museum-digital.de/object/19611?navlang=en,"Militärischer Würdenträger mit Lanze Sammler: Bey, Heinrich",1500-1700,Nigeria,Heinrich Bey,Messing,Messing,"Objektmaß: H: 30 cm B: 18,5 cm",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=212036&resolution=superImageResolution#2367968,https://smb.museum-digital.de/singleimage?resourcenr=23078,23078,https://smb.museum-digital.de/resources/images/201806/200w_29230721726.jpg,smb_19611.jpg,False
smb_19478,19478,Gedenkkopf eines Königs,III C 8178,Ethnologisches Museum,https://smb.museum-digital.de/object/19478?navlang=en,"Gedenkkopf eines Königs Sammler: Schmidt, Eduard",1600-1690er Jahre,Nigeria,Eduard Schmidt (Konsul) (1860-1899),Messing,Messing,"Objektmaß: 36 x 25 x 24 cm; Wandstärke: ca. 0,9 cm; Gewicht: 14,5 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=210968&resolution=superImageResolution#2367852,https://smb.museum-digital.de/singleimage?resourcenr=22945,22945,https://smb.museum-digital.de/resources/images/201806/200w_29230554999.jpg,smb_19478.jpg,False
