id,object_id,title,inventory_number,institution,object_url,description,dating,production_place,collector,material,technique,dimensions,rights,image_url,image_page_url,image_resource_id,image_preview_url,image_file,image_missing
smb_19640,19640,Zwei Würdenträger,III C 8417,Ethnologisches Museum,https://smb.museum-digital.de/object/19640?navlang=en,"Bei der Darstellung könnte es sich um zwei enobore handeln, die den König bei öffentlichen Auftritten flankieren und seine Arme stützen. Solche Darstellungen sind von einer Reihe von Reliefplatten bekannt. Wie der König tragen sie ein Hemd aus Korallenperlen, eine Korallenkappe mit hoher Spitze. Vom König unterscheiden sie sich durch das Fehlen der großen Korallenperle, die er als wichtige königliche Insignie an einem Halsband trägt. Sammler: Bey, Heinrich",1500-1700,Nigeria,Heinrich Bey,Messing,Messing,"Objektmaß: H: 48,5 cm B: ca. 30 cm",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=211978&resolution=superImageResolution#2367947,https://smb.museum-digital.de/singleimage?resourcenr=23107,23107,https://smb.museum-digital.de/resources/images/201806/200w_29230737361.jpg,smb_19640.jpg,False
smb_19954,19954,Haarnadel,III C 12589,Ethnologisches Museum,https://smb.museum-digital.de/object/19954?navlang=en,"""Haarnadel aus Messing."" Form: Als Aufsatz strahlenförmig auseinanderstrebende Balken Sammler: Jepsen, A.",,Nigeria,A. Jepsen,Messing,Messing,"Objektmaß: L: 9,5 cm",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=214755&resolution=superImageResolution#524770,https://smb.museum-digital.de/singleimage?resourcenr=23421,23421,https://smb.museum-digital.de/resources/images/201806/200w_29231139429.jpg,smb_19954.jpg,False
smb_19791,19791,Gedenkkopf eines Königs,III C 8198,Ethnologisches Museum,https://smb.museum-digital.de/object/19791?navlang=en,"Die aus dieser Zeit in größerer Zahl erhaltenen Gedenkköpfe sind stark formalisiert. Ihre Gesichter sind weitgehend identisch, die königlichen Insignien dagegen stärker ausgearbeitet, ihre Formen variieren. Gemeinsam ist allen die aus Korallenperlen bestehende Kappe. Diese Grundform wird variiert durch verschiedene Zugaben, wie an den Seiten angebrachte Korallenperlen, flügelähnliche Aufsätze und gebogene Stege aus Korallenperlen, die sich bis an die Augen vor das Gesicht schieben. Verschiedene Motive auf einer Plinthe um die Basis verweisen auf die spirituelle Macht des Königs. Gleichzeitig werden die Köpfe größer und ihre Wanddicke wird erheblich stärker. Auf den Altären des 18. und 19. Jahrhunderts dienen die Gedenkköpfe nämlich zugleich als Basis für große Elefantenzähne, die mit Motiven beschnitzt sind, die in der frühen Zeit Benins, im 16. und 17 Jahrhundert, auf den Reliefplatten dargestellt waren. Sammler: Schmidt, Eduard",18.-19. Jahrhundert,Nigeria,Eduard Schmidt (Konsul) (1860-1899),Messing,Messing,"Höhe x Breite x Tiefe: 50 x 31 x 38 cm; Gewicht: 33,9 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=211086&resolution=superImageResolution#6147,https://smb.museum-digital.de/singleimage?resourcenr=23258,23258,https://smb.museum-digital.de/resources/images/201806/200w_29230901245.jpg,smb_19791.jpg,False
smb_19500,19500,Höfling mit kleiner Tasche,III C 8424,Ethnologisches Museum,https://smb.museum-digital.de/object/19500?navlang=en,"Höfling mit kleiner Tasche Sammler: Bey, Heinrich",1500-1700,Nigeria,Heinrich Bey,Messing,Messing,"Objektmaß: H: 44,5 cm B: 17 cm",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=212022&resolution=superImageResolution#2367954,https://smb.museum-digital.de/singleimage?resourcenr=22967,22967,https://smb.museum-digital.de/resources/images/201806/200w_29230607024.jpg,smb_19500.jpg,False
smb_19577,19577,Behälter in Form eines Antilopenkopfes (Orievbee),"III C 7633 a,b",Ethnologisches Museum,https://smb.museum-digital.de/object/19577?navlang=en,"Der Behälter diente beim Empfang von Gästen zum Anbieten von Kolanüssen. Das Material Elfenbein läßt vermuten, dass es sich hier um ein Kolanuss-Gefäß aus dem Besitz des Königs handelt.",18. Jahrhundert,Nigeria,,"Elfenbein, beschnitzt","Elfenbein, beschnitzt","Höhe x Breite x Tiefe: 29 x 11,5 x 16,5 cm (Teil a,b); Höhe x Breite x Tiefe: 7,7 x 28,7 x 11,5 cm (Oberteil); Höhe x Breite x Tiefe: 9,3 x 25,7 x 10,2 cm (Unterteil); Gewicht: 1,4 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=210643&resolution=superImageResolution#5861,https://smb.museum-digital.de/singleimage?resourcenr=23044,23044,https://smb.museum-digital.de/resources/images/201806/200w_29230700409.jpg,smb_19577.jpg,False
smb_15052,15052,Türpfosten,III C 7634 a,Ethnologisches Museum,https://smb.museum-digital.de/object/15052?navlang=en,"Hauptkatalog: 2 geschnitzte Hauspfeiler aus Holz. Dieselben dienten nach Angaben d. Sammlers lange Zeit als Eingangspfeiler zu d. Palaverhütte eines Häuptlings in Abomey [= frühere Hauptstadt des Königreichs Dahomey]. Nach dem Kriege kamen sie in den Besitz des Chefs Seidu Olore von Lagos, von dem sie Consul Schmidt erwarb. 1,90 m hoch. Dahomey. Historische Bezeichnung des Herstellungsortes: Dahomey Sammler: Schmidt, Eduard",19. Jahrhundert,Abomey,Eduard Schmidt (Konsul) (1860-1899),"Holz, geschnitzt","Holz, geschnitzt",Höhe x Breite x Tiefe: 150 x 22 x 20 cm,CC BY-NC-SA,https://id.smb.museum/digital-asset/1429636,https://smb.museum-digital.de/singleimage?resourcenr=583383,583383,https://smb.museum-digital.de/resources/images/202304/200w_64413dca2e613.jpg,smb_15052.jpg,False
smb_19580,19580,Osun- Altarkopf,III C 10878,Ethnologisches Museum,https://smb.museum-digital.de/object/19580?navlang=en,"Der Kopf zeigt die gefährlichen okkulten Fähigkeiten des Königs, die auf Osun beruhen, der Macht, die aus den Kräften der Pflanzen des Waldes kommt. Aus seiner Nase kriechen Schlangen, die seine Feinde vernichten. Die Vögel auf seinem Kopf sind die gefährlichen nächtlichen Hexenvögel. Die Steinklingen auf seiner Stirn stehen für die Macht des Todesgottes. Sammler: Meyer, Hans",18.-19. Jahrhundert,Nigeria,Hans Meyer(Geograph) (1858-1929),Messing,Messing,"Objektmaß: 26,5 x 14,5 x 18 cm; Gewicht: 2,5 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=211835&resolution=superImageResolution#6442,https://smb.museum-digital.de/singleimage?resourcenr=23047,23047,https://smb.museum-digital.de/resources/images/201806/200w_29230702264.jpg,smb_19580.jpg,False
smb_19525,19525,Portugiese,III C 8350,Ethnologisches Museum,https://smb.museum-digital.de/object/19525?navlang=en,"Portugiese Sammler: Bey, Heinrich",1500-1700,Nigeria,Heinrich Bey,Messing,Messing,"Höhe x Breite: 38 x 18 cm; Gewicht: 3,3 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=211166&resolution=superImageResolution#6236,https://smb.museum-digital.de/singleimage?resourcenr=22992,22992,https://smb.museum-digital.de/resources/images/201806/200w_29230619377.jpg,smb_19525.jpg,False
smb_19417,19417,Krokodilskopf,III C 8433,Ethnologisches Museum,https://smb.museum-digital.de/object/19417?navlang=en,"Krokodilskopf Sammler: Bey, Heinrich",1500-1700,Nigeria,Heinrich Bey,Messing,Messing,"Objektmaß: 48 x 30 x 6 cm; Gewicht: 11,39 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=212030&resolution=superImageResolution#6588,https://smb.museum-digital.de/singleimage?resourcenr=22884,22884,https://smb.museum-digital.de/resources/images/201806/200w_29230520548.jpg,smb_19417.jpg,False
smb_19697,19697,Gongspieler,III C 8262,Ethnologisches Museum,https://smb.museum-digital.de/object/19697?navlang=en,"Gongspieler Sammler: Meyer, Hans",1500-1700,Nigeria,Hans Meyer(Geograph) (1858-1929),Messing,Messing,Höhe x Breite: 39 x 19 cm,CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=211143&resolution=superImageResolution#2367880,https://smb.museum-digital.de/singleimage?resourcenr=23164,23164,https://smb.museum-digital.de/resources/images/201806/200w_29230812464.jpg,smb_19697.jpg,False
smb_19764,19764,Würdenträger,III C 8260,Ethnologisches Museum,https://smb.museum-digital.de/object/19764?navlang=en,"Hochrangiger Würdenträger mit eben-Schwert und Leoparden-Gürtelmaske Sammler: Meyer, Hans",1500-1700,Nigeria,Hans Meyer(Geograph) (1858-1929),Messing,Messing,Objektmaß: H:44 cm B: 19 cm,CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=211142&resolution=superImageResolution#2367878,https://smb.museum-digital.de/singleimage?resourcenr=23231,23231,https://smb.museum-digital.de/resources/images/201806/200w_29230846793.jpg,smb_19764.jpg,False
smb_19793,19793,Kopf eines Königs,III C 8756,Ethnologisches Museum,https://smb.museum-digital.de/object/19793?navlang=en,"Aus Messing gegossene Gürtelmasken wurden von hochrangigen Mitgliedern der Palastgesellschaften getragen. Während die wissenschaftliche Forschung diese Masken aufgrund der reichen Verzierung mit Korallenperlen als Darstellungen des Königs ansieht, betrachtet man sie in Benin als Bilder eines besiegten rebellischen Würdenträgers. Sammler: Webster, William Downing",18.-19. Jahrhundert,Nigeria,William Downing Webster (1868-1913),Messing,Messing,"Objektmaß: ca. 19 x 11,5 x 6 cm; Gewicht: 0,55 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=212267&resolution=superImageResolution#7116,https://smb.museum-digital.de/singleimage?resourcenr=23260,23260,https://smb.museum-digital.de/resources/images/201806/200w_29230901999.jpg,smb_19793.jpg,False
smb_19668,19668,Schlangenkopf,III C 8514,Ethnologisches Museum,https://smb.museum-digital.de/object/19668?navlang=en,"Schlangenkopf vom Dach des Königspalast. Europäische Berichte aus dem frühen 18. und dem 19. Jahrhundert sowie Darstellungen an dem Palastbehälter und auf Reliefplatten aus dem 16. - 17. Jahrhundert beschreiben große, aus Messing gegossene Schlangen, die sich von der Spitze der Dachtürme herabschlängeln. Die Interpretation dieser Schlangen ist vieldeutig: Zum einen stehen sie für den Bereich des Meeresgottes Olokun, der Quelle von Macht und Reichtum des Königs, sie stehen aber auch für Osun, die spirituelle Kraft der Pflanzen, die besonders im 18. und 19. Jahrhundert mit der Macht des Königs verbunden wurde. Sammler: Bey, Heinrich",17.-18. Jahrhundert,Nigeria,Heinrich Bey,Messing,Messing,"Objektmaß: 22,5 x 37 x 52 cm; Gewicht: 13,3 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=212204&resolution=superImageResolution#7044,https://smb.museum-digital.de/singleimage?resourcenr=23135,23135,https://smb.museum-digital.de/resources/images/201806/200w_29230754760.jpg,smb_19668.jpg,False
smb_19428,19428,König (?) mit zwei Begleitfiguren,III C 8055,Ethnologisches Museum,https://smb.museum-digital.de/object/19428?navlang=en,König (?) mit eben-Schwert und zwei Begleitfiguren,1500-1700,Nigeria,,Messing,Messing,"Höhe x Breite: 52 x 38 cm; Gewicht: 17,3 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=210785&resolution=superImageResolution#6029,https://smb.museum-digital.de/singleimage?resourcenr=22895,22895,https://smb.museum-digital.de/resources/images/201806/200w_29230526041.jpg,smb_19428.jpg,False
smb_19818,19818,Höfling,III C 8257,Ethnologisches Museum,https://smb.museum-digital.de/object/19818?navlang=en,"Höfling. In der rechten Hand hält er eine mit Leopardenfell überzogene Tasche. Sammler: Meyer, Hans",1500-1700,Nigeria,Hans Meyer(Geograph) (1858-1929),Messing,Messing,"Objektmaß: H: 37 cm B: 19 cm G.: 2,6 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=211139&resolution=superImageResolution#6204,https://smb.museum-digital.de/singleimage?resourcenr=23285,23285,https://smb.museum-digital.de/resources/images/201806/200w_29230916314.jpg,smb_19818.jpg,False
smb_20426,20426,Armmanschette (Armband),III C 7665,Ethnologisches Museum,https://smb.museum-digital.de/object/20426?navlang=en,Armmanschette mit Flechtbandmotiv,18.-19. Jahrhundert,Nigeria,,Messing,Messing,"Höhe x Durchmesser: 12,7 x 8,5 cm; Gewicht: 375 g",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=214769&resolution=superImageResolution#2367813,https://smb.museum-digital.de/singleimage?resourcenr=23893,23893,https://smb.museum-digital.de/resources/images/201806/200w_29231702785.jpg,smb_20426.jpg,False
smb_19726,19726,Wels,III C 8268,Ethnologisches Museum,https://smb.museum-digital.de/object/19726?navlang=en,"Wels Sammler: Meyer, Hans",1501-1550,Nigeria,Hans Meyer(Geograph) (1858-1929),Messing,Messing,"Objektmaß: 44,5 x 18,7 x 3 cm; Gewicht: 2 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=211149&resolution=superImageResolution#6216,https://smb.museum-digital.de/singleimage?resourcenr=23193,23193,https://smb.museum-digital.de/resources/images/201806/200w_29230828009.jpg,smb_19726.jpg,False
smb_19701,19701,Behälter in Form eines Gebäudes des Palasts von Benin,III C 8488,Ethnologisches Museum,https://smb.museum-digital.de/object/19701?navlang=en,"Die genaue Funktion dieses Behälters ist nicht bekannt. Seine Form, ein Gebäude, bei dem es sich um die Versammlungshalle des Königs handeln soll, ist jedoch eine wichtige Quelle für die Architektur des Königspalasts. Das Dach wird von einem hohen Turm überragt. Von seiner Spitze schlängelt sich eine Schlange herab bis zur Dachkante. Sie gehört der Welt des Meeresgottes Olokuns an, von dem Macht und Reichtum Benins kommen sollen. Auf der Turmspitze und an einer Seite des Dachfirstes stehen große Vogelfiguren mit ausgebreiteten Flügeln. Zwei Soldaten, wahrscheinlich Portugiesen, richten ihr Gewehr auf sie. Diese Szene bezieht sich auf die Geschichte des Königs Esigie und seinen Sieg über den Herrscher Attah von Idah am Anfang des 16. Jahrhunderts: Ein Vogel hatte Esigie eine Niederlage prophezeit, worauf der König den Vogel erschießen ließ und die Schlacht gewann. Portugiesische Söldner unterstützten die militärische Expansion Esigies. Wie die Schlangen rechneten die Edo die Portugiesen dem Bereich des Meeresgottes zu. Der Palastbehälter erinnert somit nicht nur an ein bestimmtes historisches Ereignis, sondern ist zugleich ein Bild der Bedeutung des Meeresgottes für die Macht des Königs von Benin. Sammler: Bey, Heinrich",17.-18. Jahrhundert,Nigeria,Heinrich Bey,"Messing, Guss","Messing, Guss","Objektmaß: 31,1 x 59,9 x 14,8 cm; Gewicht: 16,55 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=212112&resolution=superImageResolution#6695,https://smb.museum-digital.de/singleimage?resourcenr=23168,23168,https://smb.museum-digital.de/resources/images/201806/200w_29230815608.jpg,smb_19701.jpg,False
smb_19436,19436,König oder hoher Würdenträger,III C 8213,Ethnologisches Museum,https://smb.museum-digital.de/object/19436?navlang=en,"König oder hoher Würdenträger Sammler: Schmidt, Eduard",1500-1700,Nigeria,Eduard Schmidt (Konsul) (1860-1899),Messing,Messing,"Objektmaß: 44,5 x 19,5 x 6 cm; Gewicht: 5 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=210083&resolution=superImageResolution#2367867,https://smb.museum-digital.de/singleimage?resourcenr=22903,22903,https://smb.museum-digital.de/resources/images/201806/200w_29230531705.jpg,smb_19436.jpg,False
smb_19602,19602,Höfling,III C 8411,Ethnologisches Museum,https://smb.museum-digital.de/object/19602?navlang=en,"Höfling Sammler: Bey, Heinrich",1500-1700,Nigeria,Heinrich Bey,Messing,Messing,"Objektmaß: H: 37 cm, B: 15 cm",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=211797&resolution=superImageResolution#6395,https://smb.museum-digital.de/singleimage?resourcenr=23069,23069,https://smb.museum-digital.de/resources/images/201806/200w_29230717084.jpg,smb_19602.jpg,False
smb_19479,19479,Osuan mit Emuru,III C 8265,Ethnologisches Museum,https://smb.museum-digital.de/object/19479?navlang=en,"Der Priester Osuan ist an dem zapfenförmigen Aufsatz der Kopfbedeckung zu erkennen, die außer ihm nur der König und einige Würdenträger tragen durften. Die langen Gerten, die er in der Hand trägt, dienen der Abwehr böser Mächte bei den Opferhandlungen. Auf der Platte wird er von einem Emuru, erkennbar an der Rassel mit Widderkopf, begleitet. Sammler: Meyer, Hans",1500-1700,Nigeria,Hans Meyer(Geograph) (1858-1929),Messing,Messing,"Höhe x Breite: 41,3 x 25 cm; Gewicht: ca. 3 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=211146&resolution=superImageResolution#2367883,https://smb.museum-digital.de/singleimage?resourcenr=22946,22946,https://smb.museum-digital.de/resources/images/201806/200w_29230555871.jpg,smb_19479.jpg,False
smb_19397,19397,Trophäenkopf,III C 8170,Ethnologisches Museum,https://smb.museum-digital.de/object/19397?navlang=en,"Trophäenköpfe unterscheiden sich von königlichen Gedenkköpfen durch das Fehlen der Kappe aus Korallenperlen. Lediglich die Korallenketten um den Hals verweisen auf den hohen Rang des Dargestellten. Sie werden deshalb als Trophäenköpfe interpretiert, die besiegte mächtige Personen darstellen. Sammler: Schmidt, Eduard",18.-19. Jahrhundert,Nigeria,Eduard Schmidt (Konsul) (1860-1899),Messing; Eisen,Messing; Eisen,"Wandstärke: ca. 0,5 cm; Gewicht: 4,9 kg; Objektmaß: 22 x 12 x 12 cm",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=210071&resolution=superImageResolution#2367846,https://smb.museum-digital.de/singleimage?resourcenr=22864,22864,https://smb.museum-digital.de/resources/images/201806/200w_29230507412.jpg,smb_19397.jpg,False
smb_19456,19456,Kanne,III C 8497 a,Ethnologisches Museum,https://smb.museum-digital.de/object/19456?navlang=en,"Kanne Sammler: Bey, Heinrich",19. Jahrhundert,Nigeria,Heinrich Bey,Messing; Gips,Messing; Gips,Höhe: 35 cm; Gewicht: 3050 g,CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=212790&resolution=superImageResolution#2368016,https://smb.museum-digital.de/singleimage?resourcenr=22923,22923,https://smb.museum-digital.de/resources/images/201806/200w_29230544290.jpg,smb_19456.jpg,False
smb_274749,274749,Ornamentbeschlag (Bronzeblech),III C 36734 (Doppelt 2),Ethnologisches Museum,https://smb.museum-digital.de/object/274749?navlang=en,Ornamentbeschlag (Bronzeblech).,1801-1914,Benin,,Bronze (?),Bronze (?),"Höhe x Breite x Tiefe: 14 x 9 x 7 cm, Höhe x Breite x Tiefe: 14 x 9 x 7 cm",CC BY,https://id.smb.museum/digital-asset/5641241,https://smb.museum-digital.de/singleimage?resourcenr=587151,587151,https://smb.museum-digital.de/resources/images/202304/200w_64415fc5e8573.jpg,smb_274749.jpg,False
smb_19910,19910,Page (Emada),III C 8414,Ethnologisches Museum,https://smb.museum-digital.de/object/19910?navlang=en,"Page (Emada) Sammler: Bey, Heinrich",1550-1600,Nigeria,Heinrich Bey,Messing,Messing,"Objektmaß: 38 x 18 x 5,5 cm; Gewicht: 4,6 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=211976&resolution=superImageResolution#2367943,https://smb.museum-digital.de/singleimage?resourcenr=23377,23377,https://smb.museum-digital.de/resources/images/201806/200w_29231008607.jpg,smb_19910.jpg,False
smb_19444,19444,Ewua Würdenträger,III C 20297,Ethnologisches Museum,https://smb.museum-digital.de/object/19444?navlang=en,"Die Figur trägt die reiche Kleidung eines Höflings, einen Schurz mit hochgezogenem Ende und einen Überwurf, sowie Ketten an den Fesseln, den Armen und um den Hals. Besonders charakterisiert wird sie durch den flachen, runden Hut mit Krempe, die Tätowierung an den Mundwinkeln, den L-förmigen Hammer und das Kreuz, das sie vor der Brust trägt. Das Kreuz, ein kosmologisches Symbol, trug nach einem portugisieschen Bericht aus dem Ende des 15. Jahrhunderts der „Bote von Ife“, der die Position des neugekrönten Königs bestätigte. Aus Ife, dem geistigen Zentrum der benachbarten Yoruba, soll der Gründer der Dynastie von Benin stammen. Er war des Sohn Oduduwa’s, eines mythischen Dynastiegründers von Ile Ife. Nach einer anderen Interpretation handelt es sich bei der Figur um ein Mitglied der von Esigie gegründeten Ewua-Gilde, deren Aufgabe es war, den König allmorgendlich zu wecken und dabei Zeremonien zu vollziehen, die seine spirituelle Kraft stärkten. Auch das mit Oduduwa in Verbindung gebrachte Kreuz wurde in diesen Zeremonien benutzt. Der Bezug zu Esigie spielte in der Neueinrichtung des Königtums im 18. Jahrhundert eine zentrale Rolle, was die Interpretation der Figur als Ewua-Würdenträger wahrscheinlich macht.",18.-19. Jahrhundert,Nigeria,,Messing,Messing,"Objektmaß: 63,6 x 18 x 16 cm; Gewicht: 27,8 kg; Länge x Breite: 23 x 23 cm (Sockel); Höhe: 69 cm (mit Sockel)",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=212517&resolution=superImageResolution#2367742,https://smb.museum-digital.de/singleimage?resourcenr=22911,22911,https://smb.museum-digital.de/resources/images/201806/200w_29230536773.jpg,smb_19444.jpg,False
smb_19683,19683,Mann beim Ernten von Opferfrüchten,III C 8383,Ethnologisches Museum,https://smb.museum-digital.de/object/19683?navlang=en,"Mann beim Ernten von Opferfrüchten Sammler: Bey, Heinrich",1533-1566,Nigeria,Heinrich Bey,Messing,Messing,"Höhe x Breite: 49 x 34,5 cm; Gewicht: 8,2 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=211793&resolution=superImageResolution#6379,https://smb.museum-digital.de/singleimage?resourcenr=23150,23150,https://smb.museum-digital.de/resources/images/201806/200w_29230802723.jpg,smb_19683.jpg,False
smb_15183,15183,Quertrompete,III C 20074,Ethnologisches Museum,https://smb.museum-digital.de/object/15183?navlang=en,Quertrompete Angaben zur Herkunft: 18. Jh.-19. Jh. Benin (Königreich) Nigeria (Land),18.-19. Jahrhundert,Benin,,Elfenbein,Elfenbein,"Höhe x Breite x Tiefe: 26,3 x 3,3 x 3,5 cm; Gewicht: 0,2 kg",CC BY-NC-SA,https://id.smb.museum/digital-asset/2367735,https://smb.museum-digital.de/singleimage?resourcenr=584845,584845,https://smb.museum-digital.de/resources/images/202304/200w_64414e8ea4c21.jpg,smb_15183.jpg,False
smb_19477,19477,Zwei Portugiesen,III C 7654,Ethnologisches Museum,https://smb.museum-digital.de/object/19477?navlang=en,"Bronzeplatte, beschädigt (re. untere Ecke abgebrochen). Karteikarte : Zwei Europäer mit einer kreisförmigen Scheibe, zwei sich gleichende Europäer, bekleidet mit langem, glatten Wams, Faltenrock, langen Beinkleidern und langen, kreisförmig verzierten Ärmeln. Große halbrunde Helme mit gewölbtem Rand, charakteristisch lange, glatte Haare und Bärte. Der li. Mann trägt kurzes, gekrümmtes Messer am Gürtel, re. Mann hat kurzes Schwert an einem über die re. Schulter hängenden Tragegurt. Zwischen sich halten beide mit erhobenen Armen kreisförmigen Gegenstand mit verziertem Rand, wahrscheinlich Messingteller. Zwischen den Füßen der beiden Personen und unterhalb der linken Figur je eine Rosette. Hintergrund punziert, mit Blumenmustern",1500-1700,Nigeria,,Messing,Messing,"Höhe x Breite: 40 x 30,5 cm",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=210677&resolution=superImageResolution#5933,https://smb.museum-digital.de/singleimage?resourcenr=22944,22944,https://smb.museum-digital.de/resources/images/201806/200w_29230554591.jpg,smb_19477.jpg,False
smb_182811,182811,Erwerbung: III/7/1910,E 2556/1909,Ethnologisches Museum,https://smb.museum-digital.de/object/182811?navlang=en,"Erwerbung: III/7/1910: III C 23971-23976, Ethnogr., Bronzen, Ankauf [aus der Sammlung] Dr. W.J. Ansorge (Stevens) -- Inhalt: Druckwerk: a catalouge of African Curios&Trophies Benin Bronzes, Ivory Carvings ec. ec. - the collection of Dr. W.J. Ansorge, Auction by Mr. J.C. Stevens 38, King Street, Covent Garden W.C., Thesday, the 30th of November 1909, at 12.30 o´clock: Liste mit den Objektbeschreibungen und Losnummern, sowie einigen Objektabbildungen -- Korrespondenz v. Luschan - Stevens - Liste der ersteigerten Objekte - Inv. Vermerk -Abbrechnung",,,Felix von Luschan (1854-1924),"Papier, Tinte","Papier, Tinte",,CC BY-NC-SA,https://www.museum-digital.de/data/smb/resources/documents/201903/20092420008.pdf,https://smb.museum-digital.de/singleimage?resourcenr=250532,250532,https://smb.museum-digital.de/resources/documents/201903/200w_20092420008.jpg,smb_182811.jpg,False
smb_19590,19590,Würdenträger,III C 8393,Ethnologisches Museum,https://smb.museum-digital.de/object/19590?navlang=en,"Militärführer mit eben-Schwert, Lanze und recheckiger Glocke Sammler: Bey, Heinrich",1500-1700,Nigeria,Heinrich Bey,"Messing, Guss","Messing, Guss","Objektmaß: 53 x 34,7 x 6,3 cm (Messung am Objekt); Gewicht: 10,2 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=211931&resolution=superImageResolution#6538,https://smb.museum-digital.de/singleimage?resourcenr=23057,23057,https://smb.museum-digital.de/resources/images/201806/200w_29230709874.jpg,smb_19590.jpg,False
smb_19609,19609,Sitzfläche eines Stuhls (Seat of a chair),III C 8071,Ethnologisches Museum,https://smb.museum-digital.de/object/19609?navlang=en,"Sitzfläche eines Stuhls. In der Mitte ein Portugiese mit Schwert und Regenschirm, flankiert von zwei Schlangen; im linken Feld ein König mit Rasselstab begleitet von einer Königinmutter, neben dem König ein Diener mit eben-Schwert, flankiert von Blattmotiven; im rechten Feld ein hoher Würdenträger mit Schwert, Armbrust, einem Schild und Pfeilen, flankiert von Blatt- und Flechtbandmotiven.",19. Jahrhundert,Nigeria,,Holz,Holz,"Höhe x Breite x Tiefe: 58 x 29 x 2 cm; Gewicht: 2,4 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=210842&resolution=superImageResolution#2367832,https://smb.museum-digital.de/singleimage?resourcenr=23076,23076,https://smb.museum-digital.de/resources/images/201806/200w_29230721015.jpg,smb_19609.jpg,False
smb_19549,19549,Würdenträger,III C 8264,Ethnologisches Museum,https://smb.museum-digital.de/object/19549?navlang=en,"Hochrangiger Würdenträger mit eben-Schwert und Schwert Sammler: Meyer, Hans",1500-1700,Nigeria,Hans Meyer(Geograph) (1858-1929),Messing,Messing,"Objektmaß: 36 x 19 x 8,5 cm; Gewicht: 3,6 kg",CC BY-NC-SA,http://www.smb-digital.de/eMuseumPlus?service=ImageAsset&module=collection&objectId=211145&resolution=superImageResolution#6211,https://smb.museum-digital.de/singleimage?resourcenr=23016,23016,https://smb.museum-digital.de/resources/images/201806/200w_29230631417.jpg,smb_19549.jpg,False
